"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","LATITUDEDD_NUM","LONGITUDEDD_NUM"
"5462","High reliability","Elliott trap Large","Captured and released","mountain",6936.8925,"watercourse_stream",0.011546245,"Y","Y","N","N",479.799987792969,0.516099989414215,19,100,80,12,2.57570004463196,0.0285999998450279,1.23841798305512,13.1451053619385,288.033294677734,3.96659994125366,55.0985984802246,55.0559997558594,12,14.0339002609253,-37.2628,144.0712
"5463","High reliability","Elliott trap Large","Captured and released","mountain",6936.8925,"watercourse_stream",0.011546245,"Y","Y","N","N",479.799987792969,0.516099989414215,19,100,80,12,2.57570004463196,0.0285999998450279,1.23841798305512,13.1451053619385,288.033294677734,3.96659994125366,55.0985984802246,55.0559997558594,12,14.0339002609253,-37.2628,144.0712
"5464","High reliability","Elliott trap Large","Captured and released","mountain",6936.8925,"watercourse_stream",0.011546245,"Y","Y","N","N",479.799987792969,0.516099989414215,19,100,80,12,2.57570004463196,0.0285999998450279,1.23841798305512,13.1451053619385,288.033294677734,3.96659994125366,55.0985984802246,55.0559997558594,12,14.0339002609253,-37.2628,144.0712
"5466","High reliability","Elliott trap","Captured and released","place",9036.913746,"road",0.034341825,"Y","N","N","N",19.6000003814697,0.0007999999797903,16,95,122,16,1.34930002689362,0.00370000000111759,0,1.76559710502625,268.687896728516,14.314700126648,69.685302734375,13.2194004058838,106,16.6690006256104,-38.2419,147.30553
"5467","High reliability","Elliott trap","Captured and released","place",11988.38478,"watercourse_stream",0.016849752,"Y","Y","N","N",19.7999992370606,-0.00609999988228083,16,95,122,16,1.34759998321533,0.00439999997615814,0,1.76559710502625,267.596313476563,14.4036998748779,68.984001159668,13.5127000808716,6,15.9707002639771,-38.2587,147.27815
"5468","High reliability","Camera - Surveillance/Remote","Observation","place",13148.78712,"road",0.001112057,"Y","Y","N","N",806,-7.20930004119873,8,78,93,12,2.90310001373291,0.133599996566772,0.955435395240784,9.16452598571777,254.891204833984,37.1447982788086,23.0249996185303,31.0021991729736,12,11.0285997390747,-37.2775,148.10084
"5469","High reliability","Camera - Surveillance/Remote","Observation","place",11634.54258,"watercourse_stream",0.011025169,"Y","Y","N","N",950.599975585937,-0.234699994325638,68,73,78,7,2.97690010070801,0.0432999990880489,1.47981309890747,12.5809278488159,249.285202026367,61.4816017150879,18.3257999420166,85.7981033325195,7,13.1663999557495,-37.2483,148.91455
"5470","High reliability","Elliott trap","Captured and released","place",10093.38242,"watercourse_river",0.001417451,"Y","Y","N","N",223.399993896484,-0.116899996995926,62,98,108,6,2.3364999294281,0.0284000001847744,0.185676068067551,4.21329832077026,275.845092773437,32.4473991394043,64.2256011962891,47.6954002380371,6,12.4498996734619,-38.0551,146.35852
"5471","High reliability","Camera - Surveillance/Remote","Observation","place",3324.892851,"watercourse_river",0.011956229,"Y","Y","N","Y",62,2.06060004234314,36,146,118,16,1.7940000295639,0.0847000032663345,0,1.76559710502625,248.659301757812,17.2329006195068,90.9705963134766,67.6809997558594,6,13.0992002487183,-38.4406,144.93319
"5472","High reliability","Camera - Surveillance/Remote","Observation","place",6110.855221,"watercourse_river",0.004209054,"Y","Y","N","Y",83,1.45130002498627,45,136,118,13,1.92229998111725,0.0684999972581863,0,1.76559710502625,250.535400390625,15.9455995559692,92.065299987793,67.7197036743164,13,13.5384998321533,-38.4198,144.95179
"5473","High reliability","Large hair tubes","Identified from hair or scats","mountain",16597.00671,"road",8.88e-05,"Y","Y","N","N",148.399993896484,0.0458000004291534,22,71,99,6,2.17479991912842,0.0194000005722046,0,1.76559710502625,263.303497314453,33.7811012268066,73.4349975585937,42.8656997680664,6,15.1934003829956,-37.69171,149.42317
"5474","High reliability","Large hair tubes","Identified from hair or scats","peninsula",19811.02683,"road",0.000157681,"Y","Y","N","N",108.199996948242,0.151999995112419,21,68,99,6,2.04029989242554,0.043699998408556,0,1.76559710502625,258.906707763672,37.6520004272461,78.2850036621094,54.6520004272461,6,14.5065002441406,-37.74302,149.48703
"5475","High reliability","Camera - Surveillance/Remote","Seen","place",5122.236114,"watercourse_stream",0.005985001,"Y","Y","N","N",225,1.10749995708466,47,31,109,6,2.34419989585876,0.0833000019192696,0.128950968384743,5.32878589630127,286.609008789062,44.4589004516602,59.4191017150879,22.4589004516602,6,13.5957002639771,-37.6231,147.58385
"5476","High reliability","Elliott trap","Seen","mountain",6395.009045,"watercourse_stream",0.005819414,"Y","Y","N","N",134.199996948242,0.110299997031689,37,140,131,6,2.11500000953674,0.0230999998748302,0,1.76559710502625,259.072692871094,9.03709983825684,84.2754974365234,55.5952987670898,6,10.9601001739502,-38.4538,144.0204
"5477","High reliability","Camera - Surveillance/Remote","Seen","mountain",6134.365412,"watercourse_stream",0.00639241,"Y","Y","Y","N",65.5999984741211,-4.18809986114502,53,6,131,6,1.77359998226166,0.212400004267693,0,1.76559710502625,260.556396484375,7.45429992675781,85.0463027954102,54.9099006652832,6,11.7211999893189,-38.4525,144.0085
"5534","High reliability","General observations","Captured and released","place",5154.476933,"watercourse_river",0.012438045,"Y","Y","N","N",91,0.152199998497963,64,102,127,106,1.77740001678467,0.050500001758337,0,1.76559710502625,273.790191650391,-3.94779992103577,84.3182983398438,61.8730010986328,106,15.7358999252319,-37.96547,141.44028
"5535","High reliability","General observations","Captured and released","mountain",1201.657969,"road",0.016854859,"Y","Y","N","N",436.799987792969,2.6849000453949,28,94,1,8,2.59599995613098,0.0640999972820282,1.49339032173157,12.6088390350342,309.059387207031,7.19269990921021,58.6745986938477,62.7685012817383,8,11.0572004318237,-36.843,145.68398
"5537","High reliability","General observations","Captured and released","mountain",13837.82784,"road",0.003081889,"Y","Y","N","N",369,0.00240000011399388,35,121,139,112,2.30699992179871,0.0149999996647239,0.206196576356888,27.1756381988525,296.778198242187,-2.75469994544983,69.5978012084961,47.8154983520508,112,17.3518009185791,-37.37511,142.21273
"5538","High reliability","General observations","Captured and released","mountain",13837.82784,"road",0.003081889,"Y","Y","N","N",369,0.00240000011399388,35,121,139,112,2.30699992179871,0.0149999996647239,0.206196576356888,27.1756381988525,296.778198242187,-2.75469994544983,69.5978012084961,47.8154983520508,112,17.3518009185791,-37.37511,142.21273
"5539","High reliability","General observations","Captured and released","place",9353.727057,"road",0.001096895,"Y","N","N","N",234,0.462000012397766,16,95,129,6,2.36540007591248,0.0218000002205372,0,1.76559710502625,263.338714599609,30.7703990936279,66.878303527832,49.4370002746582,6,13.7713003158569,-38.29447,146.59703
"5542","High reliability","Elliott trap","Captured and released","place",8487.063309,"watercourse_river",0.008507383,"Y","Y","Y","N",515.599975585937,-0.031300000846386,19,100,107,16,2.63479995727539,0.0272000003606081,0.311420470476151,10.6357231140137,274.584197998047,9.4330997467041,58.472900390625,25.5340995788574,112,15.8016004562378,-37.51089,144.18806
"5543","High reliability","Elliott trap","Captured and released","place",8647.771854,"road",0.001206563,"Y","Y","Y","N",611.799987792969,-0.186199992895126,40,30,107,12,2.72309994697571,0.0557999983429909,0.344458252191544,5.46175050735474,265.262390136719,19.0620002746582,52.5227012634277,55.8582000732422,12,13.7807998657227,-37.49064,144.20804
"5547","High reliability","Scat census","Identified from hair or scats","mountain",4259.806473,"watercourse_river",0.014411473,"Y","Y","N","N",1102.59997558594,0.866299986839294,46,124,111,7,3.03329992294311,0.0898000001907349,1.40477097034454,11.2302837371826,252.634002685547,38.5941009521484,31.7929000854492,156.489501953125,7,11.7639999389648,-37.02279,146.63083
"5548","High reliability","Cage trap","Captured and released","mountain",3572.413608,"watercourse_stream",0.000891592,"Y","Y","N","N",269,3.38919997215271,36,146,132,6,2.42400002479553,0.0755999982357025,0,0,245.918395996094,19.5715999603271,98.0871963500977,93.7954025268555,6,10.9025001525879,-39.08389,146.38562
"5550","High reliability","Elliott trap","Captured and released","place",3053.605756,"watercourse_river",0.006939032,"Y","Y","N","Y",80.4000015258789,0.643100023269653,40,30,124,16,1.87189996242523,0.0540999993681908,1.18565249443054,18.7671852111816,287.631500244141,20.3348007202148,81.306396484375,37.5595016479492,3,14.3894996643066,-37.93089,145.32802
"5561","High reliability","Elliott trap","Captured and released","airport",5941.199899,"watercourse_stream",0.000860867,"Y","Y","Y","N",483.399993896484,0.0756999999284744,19,100,102,12,2.65380001068115,0.0120999999344349,0.689286589622498,7.75181818008423,278.86279296875,26.1201000213623,66.2313995361328,70.0856018066406,12,15.3997001647949,-37.40332,145.24266
"5562","High reliability","Elliott trap","Captured and released","airport",5941.199899,"watercourse_stream",0.000860867,"Y","Y","Y","N",483.399993896484,0.0756999999284744,19,100,102,12,2.65380001068115,0.0120999999344349,0.689286589622498,7.75181818008423,278.86279296875,26.1201000213623,66.2313995361328,70.0856018066406,12,15.3997001647949,-37.40332,145.24266
"5571","High reliability","Cage trap","Captured and released","airport",5941.199899,"watercourse_stream",0.000860867,"Y","Y","Y","N",483.399993896484,0.0756999999284744,19,100,102,12,2.65380001068115,0.0120999999344349,0.689286589622498,7.75181818008423,278.86279296875,26.1201000213623,66.2313995361328,70.0856018066406,12,15.3997001647949,-37.40332,145.24266
"5572","High reliability","Cage trap","Captured and released","airport",5941.199899,"watercourse_stream",0.000860867,"Y","Y","Y","N",483.399993896484,0.0756999999284744,19,100,102,12,2.65380001068115,0.0120999999344349,0.689286589622498,7.75181818008423,278.86279296875,26.1201000213623,66.2313995361328,70.0856018066406,12,15.3997001647949,-37.40332,145.24266
"5573","High reliability","Elliott trap","Captured and released","place",7010.751441,"watercourse_stream",0.004943843,"Y","Y","N","N",625.400024414062,0.270300000905991,63,65,102,106,2.77060008049011,0.145799994468689,0.787665784358978,10.6232309341431,265.277587890625,32.4855995178223,56.0522994995117,90.8367004394531,106,14.8142995834351,-37.35352,145.22689
"5574","High reliability","Elliott trap","Captured and released","place",7010.751441,"watercourse_stream",0.004943843,"Y","Y","N","N",625.400024414062,0.270300000905991,63,65,102,106,2.77060008049011,0.145799994468689,0.787665784358978,10.6232309341431,265.277587890625,32.4855995178223,56.0522994995117,90.8367004394531,106,14.8142995834351,-37.35352,145.22689
"5577","High reliability","Elliott trap","Captured and released","mountain",2754.154548,"road",0.000405128,"Y","Y","Y","N",499,-0.502900004386902,25,25,131,17,2.68880009651184,0.0137000000104308,0,1.76559710502625,225.181106567383,78.2002029418945,67.8385009765625,133.778503417969,7,11.7458000183106,-38.64062,143.7078
"5578","High reliability","Incidental","Observation","place",6203.280597,"watercourse_stream",0.013120904,"Y","Y","Y","Y",680.200012207031,-2.55629992485046,63,65,106,6,2.82130002975464,0.113399997353554,0.661144733428955,8.95920658111572,248.234603881836,42.844898223877,54.1478996276855,92.2301025390625,6,10.2013998031616,-37.6729,145.58555
"5579","High reliability","Cage trap","Captured and released","mountain",3776.565478,"watercourse_river",0.00161991,"Y","Y","Y","N",273,-0.118900001049042,38,91,139,112,1.97339999675751,0.0438000001013279,0.222951903939247,13.0989198684692,305.396087646484,-5.74900007247925,72.9792022705078,46.0862007141113,112,15.5250997543335,-37.30126,142.37176
"5580","High reliability","Cage trap","Captured and released","mountain",3776.565478,"watercourse_river",0.00161991,"Y","Y","Y","N",273,-0.118900001049042,38,91,139,112,1.97339999675751,0.0438000001013279,0.222951903939247,13.0989198684692,305.396087646484,-5.74900007247925,72.9792022705078,46.0862007141113,112,15.5250997543335,-37.30126,142.37176
"5581","High reliability","Elliott trap Large","Captured and released","place",3370.978697,"watercourse_stream",0.003429944,"Y","Y","N","N",521.400024414062,0.351999998092651,53,6,114,12,2.62479996681213,0.090999998152256,1.01285707950592,12.0785388946533,285.925415039062,3.10809993743896,57.8974990844727,58.6721992492676,12,15.0150995254517,-37.30697,144.10204
"5583","High reliability","Elliott trap Large","Captured and released","place",2503.900717,"watercourse_stream",0.002549803,"Y","Y","N","N",535.799987792969,0.101000003516674,64,102,114,112,2.64070010185242,0.0434999987483025,0.521793603897095,11.783369064331,281.299285888672,7.37690019607544,53.8572006225586,65.0081024169922,112,15.4158000946045,-37.30102,144.11693
"5584","High reliability","General observations","Captured and released","place",4583.612139,"watercourse_river",0.009113892,"Y","Y","N","N",1032,1.35010004043579,46,124,133,7,3.00279998779297,0.0943000018596649,1.42943918704987,16.8013954162598,240.915802001953,47.5349998474121,33.0373992919922,183.040298461914,7,13.6487998962402,-37.36769,145.86685
"5585","High reliability","General observations","Captured and released","place",5156.155858,"watercourse_river",0.004744709,"Y","Y","N","N",1101.59997558594,-1.97200000286102,25,125,133,11,3.03189992904663,0.0610000006854534,1.55093264579773,15.4255933761597,231.695297241211,51.9860000610352,29.0751991271973,184.25,11,11.3713998794556,-37.37306,145.86338
"5586","High reliability","General observations","Captured and released","place",5156.155858,"watercourse_river",0.004744709,"Y","Y","N","N",1101.59997558594,-1.97200000286102,25,125,133,11,3.03189992904663,0.0610000006854534,1.55093264579773,15.4255933761597,231.695297241211,51.9860000610352,29.0751991271973,184.25,11,11.3713998794556,-37.37306,145.86338
"5587","High reliability","Elliott trap","Captured and released","mountain",11142.02435,"road",0.000130021,"Y","Y","N","N",594.799987792969,0.367900013923645,28,94,1,12,2.74539995193481,0.0379000008106232,0.903753936290741,21.707462310791,300.077514648437,11.4198999404907,54.3894996643066,81.9817962646484,12,14.1674003601074,-36.83766,145.86462
"5588","High reliability","Elliott trap","Captured and released","mountain",6253.62321,"watercourse_stream",0.002813724,"Y","Y","N","N",705,-10.7147998809815,66,109,88,7,2.83509993553162,0.166899994015694,1.50912320613861,13.8415060043335,274.644805908203,35.076099395752,40.0397987365723,143.72509765625,7,9.98009967803955,-37.39482,146.211
"5589","High reliability","Elliott trap","Captured and released","mountain",6253.62321,"watercourse_stream",0.002813724,"Y","Y","N","N",705,-10.7147998809815,66,109,88,7,2.83509993553162,0.166899994015694,1.50912320613861,13.8415060043335,274.644805908203,35.076099395752,40.0397987365723,143.72509765625,7,9.98009967803955,-37.39482,146.211
"5590","High reliability","Elliott trap","Captured and released","mountain",6253.62321,"watercourse_stream",0.002813724,"Y","Y","N","N",705,-10.7147998809815,66,109,88,7,2.83509993553162,0.166899994015694,1.50912320613861,13.8415060043335,274.644805908203,35.076099395752,40.0397987365723,143.72509765625,7,9.98009967803955,-37.39482,146.211
"5591","High reliability","Incidental","Captured and released","rail_station",1524.100044,"road",0.003543945,"Y","N","N","Y",211.600006103516,0.106399998068809,62,98,124,12,2.31010007858276,0.0097000002861023,0.347690552473068,12.9093561172485,277.790710449219,31.4727001190186,74.2136001586914,59.2186012268066,12,12.9193000793457,-37.93916,145.47235
"5593","High reliability","Elliott trap","Captured and released","mountain",6924.651862,"watercourse_river",0.000272815,"Y","Y","Y","N",209,8.61540031433106,36,146,131,7,2.29909992218018,0.167600005865097,0,1.76559710502625,246.574005126953,28.3052005767822,76.1155014038086,111.47550201416,7,11.0860004425049,-38.6596,143.666
"5594","High reliability","Elliott trap","Captured and released","mountain",6924.651862,"watercourse_river",0.000272815,"Y","Y","Y","N",209,8.61540031433106,36,146,131,7,2.29909992218018,0.167600005865097,0,1.76559710502625,246.574005126953,28.3052005767822,76.1155014038086,111.47550201416,7,11.0860004425049,-38.6596,143.666
"5595","High reliability","Stag watching","Observation","mountain",6509.126061,"watercourse_river",0.01009034,"Y","Y","N","N",553.599975585938,0.0863000005483627,63,65,87,6,2.74349999427795,0.0857999995350838,0.0828917250037193,3.36133360862732,259.616088867187,51.6535987854004,38.8872985839844,65.2186965942383,6,12.260199546814,-37.57864,148.78551
"5596","High reliability","Elliott trap","Captured and released","mountain",13435.9862,"watercourse_stream",0.001094204,"Y","Y","N","N",92.8000030517578,-0.0097000002861023,22,71,99,6,1.97080004215241,0.00870000012218952,0,1.76559710502625,265.005706787109,41.9944000244141,75.938102722168,56.9944000244141,6,16.1851005554199,-37.61044,149.51354
"5597","High reliability","Elliott trap","Captured and released","mountain",13435.9862,"watercourse_stream",0.001094204,"Y","Y","N","N",92.8000030517578,-0.0097000002861023,22,71,99,6,1.97080004215241,0.00870000012218952,0,1.76559710502625,265.005706787109,41.9944000244141,75.938102722168,56.9944000244141,6,16.1851005554199,-37.61044,149.51354
"5598","High reliability","Elliott trap","Captured and released","mountain",6285.202329,"watercourse_river",0.016509486,"Y","Y","N","N",163.199996948242,0.097000002861023,22,71,99,6,2.21399998664856,0.0144999995827675,0,1.76559710502625,262.173797607422,42.4743995666504,76.5025024414063,56.4743995666504,6,14.0960998535156,-37.57901,149.59174
"5599","High reliability","Elliott trap","Captured and released","mountain",6285.202329,"watercourse_river",0.016509486,"Y","Y","N","N",163.199996948242,0.097000002861023,22,71,99,6,2.21399998664856,0.0144999995827675,0,1.76559710502625,262.173797607422,42.4743995666504,76.5025024414063,56.4743995666504,6,14.0960998535156,-37.57901,149.59174
"5604","High reliability","Cage trap","Captured and released","mountain",8132.587119,"watercourse_river",0.003437875,"Y","Y","N","N",715.200012207031,-0.781599998474121,55,28,115,7,2.8529999256134,0.0595000013709068,1.34155786037445,4.42048358917236,263.229309082031,43.8907012939453,27.8376998901367,56.4478988647461,7,12.3201999664307,-37.33993,148.71663
"5605","High reliability","Elliott trap","Captured and released","mountain",8132.587119,"watercourse_river",0.003437875,"Y","Y","N","N",715.200012207031,-0.781599998474121,55,28,115,7,2.8529999256134,0.0595000013709068,1.34155786037445,4.42048358917236,263.229309082031,43.8907012939453,27.8376998901367,56.4478988647461,7,12.3201999664307,-37.33993,148.71663
"5607","High reliability","Elliott trap","Captured and released","mountain",8459.295303,"watercourse_river",0.003864434,"Y","Y","N","N",524.400024414063,1.68770003318787,63,65,115,12,2.71799993515015,0.1216000020504,0.871003985404968,3.9635534286499,270.845306396484,37.7741012573242,34.4394989013672,48.9053993225098,12,11.0438003540039,-37.37008,148.68796
"5610","High reliability","Cage trap","Captured and released","place",11454.67233,"watercourse_river",0.002813982,"Y","Y","N","N",495.799987792969,0.695999979972839,8,78,115,6,2.69309997558594,0.114699997007847,1.67775571346283,12.7188472747803,280.701110839844,30.542200088501,37.3484992980957,38.1404991149902,6,11.3515996932983,-37.28262,148.81233
"5611","High reliability","Elliott trap","Captured and released","place",11454.67233,"watercourse_river",0.002813982,"Y","Y","N","N",495.799987792969,0.695999979972839,8,78,115,6,2.69309997558594,0.114699997007847,1.67775571346283,12.7188472747803,280.701110839844,30.542200088501,37.3484992980957,38.1404991149902,6,11.3515996932983,-37.28262,148.81233
"5615","High reliability","Elliott trap","Captured and released","mountain",7204.807809,"watercourse_river",0.008740631,"Y","Y","N","N",385,-3.4381000995636,63,65,115,6,2.58310008049011,0.0872000008821487,1.85974168777466,11.181324005127,275.256988525391,36.5811996459961,35.4696006774902,47.6759986877441,6,10.8901996612549,-37.33489,148.81246
"5616","High reliability","Elliott trap","Captured and released","mountain",6165.301587,"watercourse_stream",0.005810427,"Y","N","N","N",873,-3.97510004043579,18,67,87,7,2.94020009040833,0.089199997484684,1.05032968521118,11.1074542999268,248.255905151367,53.8414001464844,16.7276000976563,67.9760971069336,7,10.8903999328613,-37.25636,149.14319
"5618","High reliability","Elliott trap","Captured and released","mountain",13953.30058,"watercourse_stream",0.017623759,"Y","Y","N","N",654.599975585938,0.273200005292892,6,76,92,107,2.80679988861084,0.107900001108646,2.51293087005615,16.1387729644775,289.763397216797,23.4724006652832,34.149299621582,73.3956985473633,107,14.7917003631592,-36.81164,147.78437
"5619","High reliability","Incidental","Museum specimen","mountain",6439.599191,"watercourse_river",0.012111199,"Y","Y","N","N",721.200012207031,-12.7215995788574,66,109,103,12,2.8471999168396,0.1858000010252,1.99146008491516,14.8797121047974,280.392608642578,20.9078006744385,46.4169998168945,99.8018035888672,12,10.3798999786377,-37.19273,146.83845
"5620","High reliability","Elliott trap","Captured and released","place",10705.51664,"road",0.020889328,"Y","Y","N","N",575.599975585938,0.226999998092651,66,109,124,7,2.75049996376038,0.128499999642372,0.762936353683472,11.4753894805908,260.029510498047,43.8857002258301,53.4804000854492,105.287696838379,7,11.1788997650147,-37.81645,145.85775
"5621","High reliability","Elliott trap","Captured and released","place",10705.51664,"road",0.020889328,"Y","Y","N","N",575.599975585938,0.226999998092651,66,109,124,7,2.75049996376038,0.128499999642372,0.762936353683472,11.4753894805908,260.029510498047,43.8857002258301,53.4804000854492,105.287696838379,7,11.1788997650147,-37.81645,145.85775
"5622","High reliability","Elliott trap","Captured and released","place",5641.776508,"road",0.001338939,"Y","Y","N","N",507.600006103516,5.53289985656738,66,109,124,7,2.69549989700317,0.124700002372265,0.256745517253876,10.3398895263672,261.613800048828,42.3198013305664,57.098201751709,99.7118988037109,7,11.0326995849609,-37.85298,145.81513
"5623","High reliability","Elliott trap","Captured and released","place",5641.776508,"road",0.001338939,"Y","Y","N","N",507.600006103516,5.53289985656738,66,109,124,7,2.69549989700317,0.124700002372265,0.256745517253876,10.3398895263672,261.613800048828,42.3198013305664,57.098201751709,99.7118988037109,7,11.0326995849609,-37.85298,145.81513
"5627","High reliability","Pitfall with drift fence","Captured and released","place",10759.00169,"road",0.000191861,"Y","Y","N","Y",681.200012207031,-1.05659997463226,7,105,124,7,2.82480001449585,0.0670000016689301,0.490080952644348,10.7884664535523,250.469100952148,47.6571998596191,49.2905006408691,119.038597106934,7,12.9970998764038,-37.79575,145.86034
"5628","High reliability","Pitfall with drift fence","Captured and released","place",10759.00169,"road",0.000191861,"Y","Y","N","Y",681.200012207031,-1.05659997463226,7,105,124,7,2.82480001449585,0.0670000016689301,0.490080952644348,10.7884664535523,250.469100952148,47.6571998596191,49.2905006408691,119.038597106934,7,12.9970998764038,-37.79575,145.86034
"5629","High reliability","Elliott trap","Captured and released","place",5060.518015,"watercourse_river",0.007424499,"Y","Y","N","N",279,-0.0238000005483627,32,120,123,3,2.34820008277893,0.00279999990016222,0.691795766353607,10.4233655929565,279.228088378906,10.7782001495361,65.2153015136719,10.8044996261597,3,14.4134998321533,-37.66085,144.36036
"5630","High reliability","Spotlighting","Seen","place",2974.500805,"watercourse_river",0.002285778,"Y","N","N","N",54.2000007629395,-0.307500004768372,64,102,106,19,1.62569999694824,0.0595999993383884,0.960293710231781,11.7935132980347,297.691009521484,13.6567001342773,85.554801940918,23.5429992675781,12,14.2943000793457,-37.72969,145.19072
"5631","High reliability","Incidental","Observation","place",4183.576786,"watercourse_river",0.004779882,"Y","N","N","Y",201.199996948242,0.02280000038445,7,105,124,6,2.27480006217956,0.0626000016927719,0.698602855205536,9.92817497253418,290.417510986328,31.8421001434326,75.2239990234375,83.8786010742188,6,14.5229997634888,-37.8035,145.65576
"5632","low reliability","Incidental","Observation","place",1297.540776,"coast",0.000678485,"N","Y","N","N",-1,0,86,173,141,-99,0,0,0,1.76559710502625,260.072509765625,9.92749977111816,99.0725021362305,54.9275016784668,-99,19.4659996032715,-38.43839,145.04599
"5633","High reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",7449.798004,"watercourse_stream",0.001077842,"Y","Y","N","N",647.200012207031,-9.34980010986328,66,109,108,7,2.80170011520386,0.245000004768372,0.749687910079956,7.48448085784912,268.468200683594,26.4458999633789,44.6567993164063,89.5167007446289,7,12.1688003540039,-37.58412,146.56012
"5635","High reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",7449.798004,"watercourse_stream",0.001077842,"Y","Y","N","N",647.200012207031,-9.34980010986328,66,109,108,7,2.80170011520386,0.245000004768372,0.749687910079956,7.48448085784912,268.468200683594,26.4458999633789,44.6567993164063,89.5167007446289,7,12.1688003540039,-37.58412,146.56012
"5636","High reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","mountain",9635.651067,"watercourse_stream",0.001258779,"Y","Y","N","N",235.600006103516,-1.04480004310608,45,136,131,7,2.31629991531372,0.0533999986946583,0,1.76559710502625,246.679504394531,27.2823009490967,68.6748962402344,109.78099822998,7,11.1017999649048,-38.57604,143.44942
"5637","High reliability","Elliott trap","Captured and released","mountain",21983.00189,"road",0.00107468,"Y","Y","N","N",230.399993896484,1.15090000629425,40,30,109,12,2.35759997367859,0.0631000027060509,1.39978265762329,12.0300302505493,288.932403564453,21.0382995605469,49.1428985595703,34.0886993408203,12,11.7153997421265,-37.39135,148.44331
"5638","High reliability","Elliott trap","Captured and released","place",3290.753675,"road",0.000721055,"Y","Y","N","N",148.399993896484,0.430900007486343,21,68,99,6,2.17140007019043,0.0355999991297722,0,1.76559710502625,265.484802246094,42.9656982421875,66.7194976806641,48.9831008911133,6,14.230899810791,-37.44772,149.57929
"5639","High reliability","Elliott trap","Captured and released","place",3290.753675,"road",0.000721055,"Y","Y","N","N",148.399993896484,0.430900007486343,21,68,99,6,2.17140007019043,0.0355999991297722,0,1.76559710502625,265.484802246094,42.9656982421875,66.7194976806641,48.9831008911133,6,14.230899810791,-37.44772,149.57929
"5646","High reliability","Elliott trap","Captured and released","mountain",1732.919418,"watercourse_stream",0.000254122,"Y","Y","N","Y",334.799987792969,0.618499994277954,4,101,124,6,2.51119995117187,0.028999999165535,0.429220348596573,10.7356023788452,274.153900146484,42.3474998474121,63.7711982727051,89.5826034545899,6,10.6178998947144,-37.88846,145.67696
"5647","High reliability","Elliott trap","Captured and released","mountain",1732.919418,"watercourse_stream",0.000254122,"Y","Y","N","Y",334.799987792969,0.618499994277954,4,101,124,6,2.51119995117187,0.028999999165535,0.429220348596573,10.7356023788452,274.153900146484,42.3474998474121,63.7711982727051,89.5826034545899,6,10.6178998947144,-37.88846,145.67696
"5654","High reliability","Elliott trap","Captured and released","place",8705.889837,"watercourse_river",0.011876184,"Y","Y","Y","N",573,-0.232700005173683,40,30,119,12,2.70589995384216,0.0458999983966351,1.23724949359894,10.722544670105,268.604187011719,15.7160997390747,55.6007995605469,46.5810012817383,12,14.7068004608154,-37.46843,144.42028
"5655","High reliability","Elliott trap","Captured and released","place",8705.889837,"watercourse_river",0.011876184,"Y","Y","Y","N",573,-0.232700005173683,40,30,119,12,2.70589995384216,0.0458999983966351,1.23724949359894,10.722544670105,268.604187011719,15.7160997390747,55.6007995605469,46.5810012817383,12,14.7068004608154,-37.46843,144.42028
"5656","High reliability","Elliott trap Large","Captured and released","place",3657.022475,"road",0.002615227,"Y","Y","N","N",563.200012207031,-0.0315999984741211,19,100,80,12,2.66580009460449,0.0197000000625849,0.938238561153412,10.835485458374,278.209106445312,8.98200035095215,52.2733001708984,70.7227020263672,12,12.1960000991821,-37.29976,144.10232
"5657","High reliability","Elliott trap Large","Captured and released","place",2490.949082,"watercourse_stream",0.002042796,"Y","Y","N","N",533.400024414063,0.0428999997675419,64,102,114,19,2.63840007781982,0.0549999997019768,0.398485600948334,11.221001625061,281.191986083984,7.5637001991272,53.6024017333984,65.0052032470703,112,16.1051006317139,-37.30015,144.1181
"5659","High reliability","Small hair tubes","Identified from hair or scats","place",8775.524359,"road",0.016866687,"Y","Y","N","N",119.599998474121,0.0645999982953072,20,139,125,106,1.91760003566742,0.00939999986439943,0.163503348827362,3.84326910972595,264.796997070312,3.67890000343323,77.3210983276367,65.6592025756836,106,16.4204006195068,-38.00259,141.58664
"5660","High reliability","Small hair tubes","Identified from hair or scats","airport",10910.54098,"watercourse_river",0.013764959,"Y","Y","N","N",44.5415000915527,-0.015599999576807,20,149,127,17,1.5657000541687,0.00620000017806888,0,1.76559710502625,262.733489990234,2.2664999961853,79.7334976196289,75.2665023803711,6,15.5038003921509,-38.0161,141.13981
