"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","LATITUDEDD_NUM","LONGITUDEDD_NUM"
"5163","high reliability","Elliott trap","Captured and released","place",8425.745374,"road",0.015207571,"Y","Y","N","N",133.199996948242,0.00439999997615814,16,95,129,6,2.12569999694824,0.0277999993413687,0,1.76559710502625,258.668212890625,27.7345008850098,71.5719985961914,42.814998626709,6,13.5200004577637,-38.44551,146.80819
"5164","high reliability","Elliott trap","Captured and released","place",8425.745374,"road",0.015207571,"Y","Y","N","N",133.199996948242,0.00439999997615814,16,95,129,6,2.12569999694824,0.0277999993413687,0,1.76559710502625,258.668212890625,27.7345008850098,71.5719985961914,42.814998626709,6,13.5200004577637,-38.44551,146.80819
"5165","high reliability","Elliott trap","Captured and released","place",8425.745374,"road",0.015207571,"Y","Y","N","N",133.199996948242,0.00439999997615814,16,95,129,6,2.12569999694824,0.0277999993413687,0,1.76559710502625,258.668212890625,27.7345008850098,71.5719985961914,42.814998626709,6,13.5200004577637,-38.44551,146.80819
"5167","high reliability","Elliott trap","Captured and released","place",14503.01393,"watercourse_river",0.0070845,"Y","N","N","N",93.8000030517578,-0.00419999985024333,16,95,122,16,1.97259998321533,0.0109999999403954,0,1.76559710502625,273.620910644531,14.1548004150391,71.1546020507813,14.0087995529175,109,15.6337995529175,-38.2546,146.96757
"5168","high reliability","Elliott trap","Captured and released","place",14503.01393,"watercourse_river",0.0070845,"Y","N","N","N",93.8000030517578,-0.00419999985024333,16,95,122,16,1.97259998321533,0.0109999999403954,0,1.76559710502625,273.620910644531,14.1548004150391,71.1546020507813,14.0087995529175,109,15.6337995529175,-38.2546,146.96757
"5174","high reliability","Elliott trap","Captured and released","place",2487.943258,"watercourse_stream",0.009359378,"Y","Y","N","N",174,0,17,92,106,114,2.18950009346008,0,1.06896233558655,12.6848630905151,295.438385009766,15.7572002410889,82.4383010864258,32.5616989135742,114,17.1278991699219,-37.63047,145.30645
"5182","high reliability","Scat census","Indirect evidence","mountain",2790.859083,"watercourse_river",0.010516108,"Y","Y","N","N",1112.40002441406,0.126399993896484,46,124,133,7,3.03749990463257,0.127700001001358,1.01106894016266,10.2897071838379,235.119506835938,49.6776008605957,34.5605010986328,181.821197509766,7,14.2815999984741,-37.47951,145.87308
"5183","high reliability","Scat census","Identified from hair or scats","mountain",258.2923563,"watercourse_stream",0.007043011,"Y","Y","N","N",568.200012207031,-2.99790000915527,66,109,88,6,2.73519992828369,0.167199999094009,0.898359954357147,12.0195655822754,302.7998046875,26.0895004272461,50.1540985107422,139.715698242188,6,14.0784997940064,-36.77434,146.76761
"5197","high reliability","Elliott trap","Captured and released","mountain",8771.283804,"road",0.001432365,"Y","Y","N","N",307.799987792969,-0.00469999993219972,63,65,115,106,2.48539996147156,0.133599996566772,1.7827490568161,10.9134340286255,288.199890136719,28.6690998077393,47.0745010375977,39.6282005310059,106,17.3822002410889,-37.32826,148.83374
"5198","high reliability","Elliott trap","Captured and released","mountain",8771.283804,"road",0.001432365,"Y","Y","N","N",307.799987792969,-0.00469999993219972,63,65,115,106,2.48539996147156,0.133599996566772,1.7827490568161,10.9134340286255,288.199890136719,28.6690998077393,47.0745010375977,39.6282005310059,106,17.3822002410889,-37.32826,148.83374
"5199","high reliability","Elliott trap","Captured and released","mountain",8771.283804,"road",0.001432365,"Y","Y","N","N",307.799987792969,-0.00469999993219972,63,65,115,106,2.48539996147156,0.133599996566772,1.7827490568161,10.9134340286255,288.199890136719,28.6690998077393,47.0745010375977,39.6282005310059,106,17.3822002410889,-37.32826,148.83374
"5201","high reliability","Elliott trap","Captured and released","mountain",10624.33769,"road",0.005142994,"Y","Y","N","N",888.400024414062,-3.81820011138916,18,67,87,7,2.9475998878479,0.0957000032067299,0.333354353904724,7.35858201980591,251.877899169922,51.0826988220215,18.3969001770019,67.3833999633789,7,11.9160003662109,-37.22704,149.0691
"5210","high reliability","Elliott trap","Captured and released","place",9764.663586,"road",0.008428462,"Y","Y","N","N",842.200012207031,-6.49529981613159,46,124,108,107,2.92050004005432,0.134800001978874,0.995015025138855,12.8273677825928,239.867401123047,43.1245002746582,42.5178985595703,116.577301025391,107,12.9202995300293,-37.87709,146.36963
"5211","high reliability","Elliott trap","Captured and released","place",9764.663586,"road",0.008428462,"Y","Y","N","N",842.200012207031,-6.49529981613159,46,124,108,107,2.92050004005432,0.134800001978874,0.995015025138855,12.8273677825928,239.867401123047,43.1245002746582,42.5178985595703,116.577301025391,107,12.9202995300293,-37.87709,146.36963
"5214","high reliability","Pitfall with drift fence","Captured and released","mountain",4039.087628,"watercourse_river",0.000124917,"Y","Y","N","N",714.400024414063,7.69820022583008,63,65,108,7,2.8478000164032,0.113899998366833,0.553766071796417,10.5962257385254,248.831802368164,50.9177017211914,44.4636993408203,93.8827972412109,7,10.3514003753662,-37.87216,146.29576
"5216","high reliability","Pitfall with drift fence","Captured and released","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606,-37.84721,145.86978
"5217","high reliability","Pitfall with drift fence","Captured and released","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606,-37.84721,145.86978
"5236","high reliability","Hair tube","Identified from hair or scats","rail_station",4318.751421,"road",0.006209634,"Y","Y","N","N",423.200012207031,-0.0149999996647239,32,120,114,16,2.52259993553162,0.0129000004380941,1.40329766273498,13.1381254196167,278.424896240234,7.91239976882935,65.0876007080078,20.8990993499756,109,15.4537000656128,-37.67455,144.06272
"5251","high reliability","Elliott trap Large","Captured and released","place",2444.858087,"watercourse_stream",0.002004251,"Y","Y","N","N",536.200012207031,0.0452999994158745,64,102,114,19,2.64120006561279,0.0423000007867813,0.554467797279358,11.2230215072632,280.800811767578,7.89559984207153,53.1885986328125,65.5416030883789,112,15.8245000839233,-37.3014,144.1174
"5252","high reliability","Elliott trap Large","Captured and released","place",2444.858087,"watercourse_stream",0.002004251,"Y","Y","N","N",536.200012207031,0.0452999994158745,64,102,114,19,2.64120006561279,0.0423000007867813,0.554467797279358,11.2230215072632,280.800811767578,7.89559984207153,53.1885986328125,65.5416030883789,112,15.8245000839233,-37.3014,144.1174
"5253","high reliability","Elliott trap Large","Captured and released","place",2444.858087,"watercourse_stream",0.002004251,"Y","Y","N","N",536.200012207031,0.0452999994158745,64,102,114,19,2.64120006561279,0.0423000007867813,0.554467797279358,11.2230215072632,280.800811767578,7.89559984207153,53.1885986328125,65.5416030883789,112,15.8245000839233,-37.3014,144.1174
"5276","low reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",3114.182152,"road",0.008675041,"Y","Y","N","Y",123,0.0269000008702278,40,30,118,19,2.06859993934631,0.0577999986708164,0.99586296081543,17.9709281921387,287.807586669922,19.4999008178711,83.4729995727539,38.2789993286133,12,15.0801000595093,-37.9404,145.3464
"5277","high reliability","Camera - Surveillance/Remote","Observation","mountain",5028.498195,"watercourse_stream",0.000403447,"Y","Y","Y","N",822.400024414062,5.51709985733032,46,124,102,7,2.9028000831604,0.113300003111363,0.879950106143951,10.7842102050781,246.073196411133,55.899600982666,45.0578994750977,152.826095581055,7,11.0144996643066,-37.529,145.58662
"5278","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",7346.691703,"watercourse_stream",0.018524741,"Y","Y","Y","N",844,-1.53620004653931,7,105,108,7,2.91880011558533,0.047800000756979,1.44957554340363,11.9183902740479,256.549987792969,41.5116004943848,37.9807014465332,138.852600097656,7,10.4245004653931,-37.6367,146.3254
"5279","high reliability","Elliott trap","Captured and released","place",5863.132087,"road",0.009454898,"Y","Y","N","N",62.2000007629395,-0.0487999990582466,16,95,122,6,1.78709995746613,0.0109000001102686,0,1.76559710502625,277.836791992187,28.3418998718262,57.6581001281738,15.3418998718262,6,14.4440002441406,-37.9058,147.29637
"5280","high reliability","Camera - Thermal imaging","Observation","place",4357.053568,"watercourse_river",0.027819443,"Y","Y","Y","N",735,-0.313400000333786,19,100,114,12,2.81279993057251,0.00630000000819564,0.723071336746216,9.96527767181397,258.962799072266,23.0576000213623,48.2991981506348,80.6818008422852,12,13.1515998840332,-37.4518,144.2069
"5281","low reliability","Camera - Surveillance/Remote","Observation","mountain",5889.755214,"watercourse_river",0.004737398,"Y","Y","Y","N",1001.40002441406,1.2849999666214,46,124,133,7,2.9918999671936,0.125200003385544,0.942723572254181,11.3035869598389,233.639801025391,55.9761009216309,38.1963996887207,169.703796386719,7,11.1625995635986,-37.5958,145.70691
"5282","low reliability","Camera - Surveillance/Remote","Observation","place",6335.821352,"road",0.002694743,"Y","N","N","N",125.199996948242,0.263999998569489,16,95,129,6,2.08949995040894,0.0272000003606081,0,1.76559710502625,274.653900146484,21.0932006835937,69.9260025024414,33.9286003112793,6,15.8287000656128,-38.2481,146.66315
"5283","low reliability","Camera - Surveillance/Remote","Observation","mountain",4799.787533,"watercourse_river",0.005015082,"Y","Y","N","N",441.200012207031,1.76240003108978,40,30,115,12,2.64420008659363,0.0667999982833862,0,1.76559710502625,269.652404785156,39.6907005310059,44.3750991821289,58.3203010559082,12,11.0691003799439,-37.42448,149.20663
"5284","high reliability","Camera - Surveillance/Remote","Observation","place",1663.109271,"watercourse_stream",0.000887967,"Y","N","N","N",423.200012207031,-1.28980004787445,6,76,102,107,2.59710001945496,0.215700000524521,1.56278133392334,15.0471773147583,298.613800048828,16.3976001739502,58.8546981811523,98.4847030639648,107,16.4314002990723,-37.27951,145.87711
"5285","low reliability","Camera - Surveillance/Remote","Observation","place",14214.92055,"watercourse_river",0.008086412,"Y","Y","N","N",489.799987792969,4.54650020599365,13,26,109,6,2.6868999004364,0.0724000036716461,1.35535955429077,11.6843967437744,277.773895263672,33.6874008178711,38.2453002929687,36.5603981018066,6,10.25119972229,-37.35541,148.35402
"5286","low reliability","Camera - Surveillance/Remote","Observation","mountain",2081.507014,"road",0.00223762,"Y","Y","N","N",466,3.59809994697571,63,65,115,6,2.66709995269775,0.120899997651577,1.44722104072571,6.87073802947998,274.532409667969,39.3334999084473,39.4561004638672,54.4453010559082,6,11.0531997680664,-37.40635,148.7963
"5287","low reliability","Camera - Surveillance/Remote","Observation","mountain",21800.28462,"road",0.002583228,"Y","Y","N","N",227.800003051758,-0.16949999332428,8,78,109,6,2.35260009765625,0.0886000022292137,1.46695673465729,11.3667631149292,290.304504394531,19.514799118042,50.4432983398438,32.6530990600586,6,12.6290998458862,-37.39288,148.44439
"5288","low reliability","Camera - Surveillance/Remote","Observation","place",6301.006825,"watercourse_river",0.020937977,"Y","Y","N","N",113,0.769599974155426,63,65,99,6,2.05890011787415,0.0891000032424927,0.292839288711548,3.17488932609558,283.469390869141,39.5043983459473,64.5300979614258,49.6464996337891,6,14.5536003112793,-37.64886,148.71732
"5289","low reliability","Camera - Surveillance/Remote","Observation","mountain",7515.209109,"road",0.002762096,"Y","Y","N","N",669.799987792969,13.4777002334595,8,78,115,7,2.82360005378723,0.200499996542931,1.67775571346283,12.7188472747803,269.006988525391,36.388801574707,27.3166999816894,38.3894004821777,7,10.0679998397827,-37.23381,148.63835
"5290","high reliability","Camera - Surveillance/Remote","Observation","mountain",17265.36646,"watercourse_stream",0.018638602,"Y","Y","N","N",1003.79998779297,0.858399987220764,68,73,87,7,3.00090003013611,0.0555000007152557,1.40769171714783,12.8839559555054,239.275497436523,85.1595001220703,14.4148998260498,116.346801757813,7,14.0322999954224,-37.32164,148.95123
"5291","high reliability","Camera - Surveillance/Remote","Observation","mountain",4040.618943,"watercourse_stream",0.015019702,"Y","Y","N","N",575.400024414062,0.0847000032663345,8,78,115,7,2.7564001083374,0.116800002753735,1.65721035003662,12.7055177688599,285.372589111328,23.2735996246338,35.1085014343262,17.892599105835,7,14.2114000320435,-37.14118,148.6087
"5292","low reliability","Camera - Surveillance/Remote","Observation","place",11296.22431,"watercourse_stream",0.009731986,"Y","Y","N","Y",745.799987792969,-0.616699993610382,46,124,108,7,2.86479997634888,0.111100003123283,0.434813499450684,9.03617286682129,248.806594848633,46.9226989746094,49.0754013061523,126.156196594238,7,13.7180004119873,-37.789888,145.895962
"5293","low reliability","Camera - Surveillance/Remote","Observation","mountain",5827.572447,"watercourse_river",0.023751575,"Y","Y","N","N",460.399993896484,1.79610002040863,63,65,124,7,2.65370011329651,0.17849999666214,0.178308591246605,5.17298746109009,261.869812011719,40.8540992736816,59.8856010437012,91.763801574707,7,13.0012998580933,-37.917401,145.852716
"5294","high reliability","Camera - Thermal imaging","Observation with supporting evidence","rail_station",4388.066829,"watercourse_river",0.000665945,"Y","Y","Y","N",748.799987792969,-0.09740000218153,7,105,114,7,2.82410001754761,0.0434000007808208,1.22518002986908,11.8495006561279,260.773406982422,21.1420993804932,48.2434997558594,93.2664031982422,7,13.9821996688843,-37.3895,144.2707
"5295","high reliability","Camera - Thermal imaging","Observation with supporting evidence","place",3056.986694,"watercourse_river",0.004907208,"Y","Y","Y","N",729.200012207031,-0.383199989795685,7,105,114,12,2.81229996681213,0.0579000003635883,1.16184532642365,10.9135265350342,263.024597167969,19.0874004364014,50.1501998901367,88.1324996948242,12,13.6751003265381,-37.3853,144.2899
"5296","high reliability","Hair tube","Indirect evidence","place",6035.124894,"watercourse_stream",0.004306688,"Y","Y","N","N",141.199996948242,0.00380000006407499,37,140,125,103,1.99249994754791,0.00730000017210841,0.141917660832405,2.45310807228088,269.259490966797,-1.23539996147156,81.2354965209961,57.7645988464356,103,16.7481002807617,-37.996746,141.673575
"5297","high reliability","Hair tube","Indirect evidence","place",10212.69548,"watercourse_stream",0.004926082,"Y","Y","N","N",56,-0.0044999998062849,37,140,127,16,1.567999958992,0.00480000022798777,0,1.76559710502625,268.374114990234,-3.24620008468628,88.2462005615234,66.4141998291016,106,16.3847007751465,-38.100176,141.444068
"5298","high reliability","Hair tube","Indirect evidence","place",8773.741912,"watercourse_river",0.018019921,"Y","Y","N","N",36,-0.0135000003501773,37,140,127,103,1.34710001945496,0,0,1.76559710502625,269.208312988281,-6.20830011367798,93.33740234375,62.5479011535645,103,16.0170001983643,-38.177599,141.53993
"5299","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",11008.43718,"road",0.001273905,"Y","Y","N","N",484.399993896484,1.34340000152588,44,25,109,12,2.6816999912262,0.0333000011742115,1.11172568798065,12.3624849319458,277.7421875,35.2139015197754,37.7860984802246,35.2709007263184,12,12.6133003234863,-37.342647,148.315574
"5300","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",6008.549964,"watercourse_stream",0.003001186,"Y","N","N","N",120.199996948242,0.0157999992370606,62,98,108,3,2.06200003623962,0.0353999994695187,0.144701242446899,2.59038472175598,285.987213134766,19.8796997070313,70.8235015869141,31.9552001953125,3,14.5607004165649,-38.115965,146.505961
"5301","low reliability","Camera - Surveillance/Remote","Observation","place",12182.8753,"road",0.006350534,"Y","Y","N","Y",628.400024414063,0.0636999979615212,46,124,124,107,2.78929996490479,0.111400000751018,0.651793003082275,10.4914445877075,254.130996704102,45.4244003295898,51.4306983947754,113.341903686523,107,13.8017997741699,-37.806266,145.873295
"5302","low reliability","Camera - Surveillance/Remote","Observation","place",12596.38989,"road",0.002225256,"Y","Y","N","Y",728.400024414063,1.16709995269775,46,124,108,7,2.85459995269775,0.146799996495247,0.45285376906395,10.3428649902344,251.664199829102,45.6209983825684,51.0886993408203,120.239501953125,7,14.220100402832,-37.801692,145.899523
"5303","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",8257.755291,"coast",0.006724901,"Y","Y","N","N",47.4000015258789,-0.00279999990016222,16,95,134,6,1.71029996871948,0.00329999998211861,0,1.76559710502625,274.376312255859,31.6236991882324,67.2615966796875,27.7355003356934,6,16.3085994720459,-37.818141,148.209721
"5304","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",8705.867691,"road",0.000527508,"Y","Y","N","N",138,0.0842999964952469,22,71,99,6,2.14420008659363,0.0219999998807907,0,1.76559710502625,273.984497070313,47.9408988952637,62.5735015869141,60.5750007629395,6,13.9919004440308,-37.711317,148.88612
"5305","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",7653.835652,"road",0.000583333,"Y","Y","N","N",149.600006103516,0.0113000003620982,21,68,99,6,2.17960000038147,0.0581000000238419,0,1.76559710502625,269.076995849609,41.3490982055664,68.2627029418945,57.8955993652344,6,12.7298002243042,-37.714003,149.216892
"5306","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",14713.12374,"watercourse_river",0.015245067,"Y","Y","N","N",137.199996948242,-0.195700004696846,62,98,99,6,2.14019989967346,0.0020000000949949,0,1.76559710502625,263.207702636719,39.119701385498,79.9877014160156,54.6710014343262,6,12.3821001052856,-37.645705,149.54609
"5307","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",10774.68881,"watercourse_stream",0.009594201,"Y","Y","N","N",117,0.433400005102158,21,68,99,106,2.07069993019104,0.0678000003099442,0,1.76559710502625,262.244903564453,42.9525985717773,76.2422027587891,58.1353988647461,106,15.2332000732422,-37.607484,149.553813
"5308","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","airport",6090.093483,"watercourse_stream",0.004033647,"Y","Y","N","N",154.600006103516,0.0333999991416931,63,65,99,6,2.19120001792908,0.0988999977707863,0,0,260.531005859375,37.6890983581543,84.3115997314453,52.6873016357422,6,15.4263000488281,-37.620016,149.657525
"5309","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","mountain",5132.462642,"road",0.00068227,"Y","Y","N","N",283,-1.74430000782013,21,68,115,6,2.45280003547668,0.0366000011563301,0.588106751441956,5.89950561523438,269.817413330078,53.6044998168945,46.9824981689453,67.6037979125977,6,10.9423999786377,-37.591092,148.724271
"5310","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",1839.511418,"road",0.000362232,"Y","Y","N","N",734.200012207031,1.72200000286102,63,65,115,12,2.86520004272461,0.0706000030040741,0,1.76559710502625,263.174407958984,39.8536987304687,32.3680000305176,56.5802993774414,12,10.4364004135132,-37.339212,149.185269
"5311","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",16882.61196,"road",0.000609361,"Y","Y","N","N",1122.19995117188,0.707199990749359,68,73,87,7,3.04929995536804,0.0226000007241964,1.30515325069428,11.8667860031128,236.700393676758,78.7751007080078,12.6637001037598,100.615196228027,7,11.3467998504639,-37.25264,149.018317
"5312","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",8962.689597,"watercourse_river",0.005150122,"Y","Y","Y","N",598,-0.108499996364117,64,102,119,12,2.72630000114441,0.0458999983966351,1.55508673191071,10.9421825408936,270.093414306641,13.5888004302979,56.1988983154297,49.9651985168457,12,14.7641000747681,-37.4316,144.4408
"5313","high reliability","Specimen","Museum specimen","mountain",10102.70222,"watercourse_river",0.007991696,"Y","Y","N","N",298,-1.49140000343323,63,65,115,6,2.47399997711182,0.195500001311302,0,1.76559710502625,270.019500732422,36.7355003356934,58.7100982666016,47.4225997924805,6,13.7021999359131,-37.4,149.493
"5314","high reliability","Specimen","Museum specimen","place",8856.309615,"road",0.007929816,"N","N","N","N",78,-0.00719999987632036,37,140,126,16,1.62909996509552,0.00620000017806888,0,1.76559710502625,266.335205078125,2.10229992866516,87.8976974487305,60.1022987365723,6,15.7033996582031,-38.4,142.8
"5315","high reliability","Specimen","Museum specimen","place",8856.309615,"road",0.007929816,"N","N","N","N",78,-0.00719999987632036,37,140,126,16,1.62909996509552,0.00620000017806888,0,1.76559710502625,266.335205078125,2.10229992866516,87.8976974487305,60.1022987365723,6,15.7033996582031,-38.4,142.8
"5316","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","rail_station",3321.355747,"road",0.00726354,"Y","N","N","Y",52.7999992370606,0.131999999284744,62,98,124,16,1.67760002613068,0.0291000008583069,0.585628926753998,5.97638368606567,285.616302490234,23.4521007537842,75.5478973388672,44.9912986755371,6,13.2715997695923,-38.064849,145.655889
"5317","high reliability","Elliott trap","Captured and released","rail_station",4062.836315,"watercourse_river",0.003153529,"Y","Y","Y","N",735.200012207031,0.168799996376038,7,105,114,107,2.81500005722046,0.0672999992966652,1.07386326789856,10.8434944152832,261.040405273437,20.6844005584717,48.3308982849121,93.3317031860352,107,14.0139999389648,-37.389,144.2669
"5318","low reliability","General observations","Seen","rail_station",4827.594824,"watercourse_river",7.65e-05,"Y","N","N","Y",294,0.123000003397465,36,146,124,6,2.45530009269714,0.088299997150898,0.567031025886536,9.86262035369873,275.705108642578,31.5438003540039,76.9593963623047,66.2115020751953,6,13.3056001663208,-37.877731,145.397336
"5319","low reliability","General observations","Seen","place",3226.243289,"watercourse_river",0.000553826,"Y","N","N","Y",285.799987792969,-0.00279999990016222,62,98,124,6,2.4433000087738,0.0122999995946884,0.443208694458008,10.5038213729858,274.275695800781,32.9137001037598,74.7973022460937,67.2610015869141,6,13.8291997909546,-37.904043,145.441633
"5320","high reliability","General observations","Seen","place",2977.621377,"watercourse_stream",0.001694207,"Y","N","N","Y",348.399993896484,1.41890001296997,36,146,124,6,2.52760004997253,0.0700000002980232,0.58396703004837,10.4472665786743,272.222198486328,36.0343017578125,74.842903137207,76.1741027832031,6,12.5340003967285,-37.8084,145.397692
"5321","high reliability","Camera - Surveillance/Remote","Observation","airport",8626.898531,"watercourse_stream",0.002530414,"Y","Y","N","N",694.599975585938,0.699899971485138,7,105,102,7,2.82349991798401,0.0439000017940998,0.348948448896408,8.89132690429688,268.242095947266,41.5420989990234,51.8148994445801,130.569595336914,7,12.9940004348755,-37.373553,145.609518
"5322","high reliability","Camera - Surveillance/Remote","Seen","place",6013.074594,"watercourse_river",0.000758825,"Y","Y","N","N",1239,0.29109999537468,25,125,133,11,3.08419990539551,0.0133999995887279,0.937928080558777,11.2461853027344,224.998306274414,55.0665016174316,26.5734996795654,184.352203369141,11,12.8423004150391,-37.380759,145.858255
"5323","low reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",2788.210563,"road",0.006554302,"Y","Y","N","N",57.2000007629395,-0.875500023365021,21,68,99,106,1.77300000190735,0.0586000010371208,0,1.76559710502625,275.682495117187,40.0441017150879,62.2439994812012,50.7826995849609,106,14.7497997283935,-37.718099,148.739328
"5325","high reliability","Elliott trap","Captured and released","place",6158.925251,"road",0.010231916,"Y","Y","N","N",989,-1.66310000419617,66,109,138,7,2.98790001869202,0.24770000576973,1.40706372261047,11.2328205108643,263.330200195312,28.0762996673584,31.3759002685547,108.155998229981,7,15.8916997909546,-36.81058,147.47381
"5328","high reliability","General observations","Captured and released","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145,-37.37126,145.8634
"5329","high reliability","General observations","Captured and released","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145,-37.37126,145.8634
"5331","high reliability","Point spot count","Captured and released","mountain",3434.115365,"road",0.00256187,"Y","Y","N","N",1402.59997558594,4.04080009460449,58,127,138,7,3.13919997215271,0.0722000002861023,1.26532816886902,13.4037113189697,224.168594360352,55.9309997558594,23.0443000793457,199.348205566406,7,10.9742002487183,-36.70232,146.82717
"5333","high reliability","Elliott trap","Captured and released","mountain",4856.74229,"road",0.017512178,"Y","Y","N","N",242.199996948242,-2.59319996833801,6,76,136,16,2.33559989929199,0.10360000282526,2.33459830284119,16.9500846862793,351.366485595703,-0.79830002784729,72.5299987792969,46.209098815918,3,12.1463003158569,-36.1469,147.22301
"5334","high reliability","Elliott trap","Captured and released","mountain",4856.74229,"road",0.017512178,"Y","Y","N","N",242.199996948242,-2.59319996833801,6,76,136,16,2.33559989929199,0.10360000282526,2.33459830284119,16.9500846862793,351.366485595703,-0.79830002784729,72.5299987792969,46.209098815918,3,12.1463003158569,-36.1469,147.22301
"5336","high reliability","Elliott trap","Captured and released","mountain",4856.74229,"road",0.017512178,"Y","Y","N","N",242.199996948242,-2.59319996833801,6,76,136,16,2.33559989929199,0.10360000282526,2.33459830284119,16.9500846862793,351.366485595703,-0.79830002784729,72.5299987792969,46.209098815918,3,12.1463003158569,-36.1469,147.22301
"5337","high reliability","Elliott trap","Captured and released","mountain",4856.74229,"road",0.017512178,"Y","Y","N","N",242.199996948242,-2.59319996833801,6,76,136,16,2.33559989929199,0.10360000282526,2.33459830284119,16.9500846862793,351.366485595703,-0.79830002784729,72.5299987792969,46.209098815918,3,12.1463003158569,-36.1469,147.22301
"5339","high reliability","Elliott trap","Captured and released","place",5442.66651,"watercourse_river",0.005710062,"Y","Y","Y","N",307,-2.98200011253357,36,146,131,7,2.47059988975525,0.251199990510941,0,1.76559710502625,234.635299682617,40.7596015930176,72.5804977416992,140.014297485352,7,15.0546998977661,-38.66118,143.63618
"5344","high reliability","Elliott trap","Captured and released","place",4412.444725,"watercourse_stream",0.019725718,"Y","Y","N","N",110.800003051758,-0.0500999987125397,16,95,129,6,2.0453999042511,0.0129000004380941,0,1.76559710502625,265.884185791016,22.2521991729736,77.5836029052734,38.6053009033203,6,16.0657997131348,-38.45354,146.76233
"5345","high reliability","Elliott trap","Captured and released","place",7307.113859,"coast",0.020567375,"Y","Y","N","N",8.60000038146973,-0.00989999994635582,57,145,129,113,1.00680005550385,0.00350000010803342,0,1.76559710502625,261.322692871094,24.7901000976562,84.2925033569336,48.7075004577637,113,17.7311000823975,-38.65498,146.60421
"5347","high reliability","Cage trap","Captured and released","mountain",2550.367614,"watercourse_river",0.007631387,"Y","Y","N","N",1161.40002441406,1.77059996128082,46,124,133,111,3.05660009384155,0.0966000035405159,1.05326151847839,10.5363931655884,231.134399414062,51.225700378418,32.9595985412598,182.017501831055,111,13.4437999725342,-37.48134,145.87531
"5348","high reliability","Elliott trap","Captured and released","place",4993.163394,"watercourse_stream",0.000428195,"Y","N","N","N",362.799987792969,-0.0204000007361174,32,120,119,103,2.49349999427795,0.0244999993592501,0.505005180835724,10.4830589294434,286.024688720703,6.228600025177,64.8153991699219,20.0428009033203,103,17.6273994445801,-37.41688,144.67174
"5349","high reliability","Elliott trap","Captured and released","place",4993.163394,"watercourse_stream",0.000428195,"Y","N","N","N",362.799987792969,-0.0204000007361174,32,120,119,103,2.49349999427795,0.0244999993592501,0.505005180835724,10.4830589294434,286.024688720703,6.228600025177,64.8153991699219,20.0428009033203,103,17.6273994445801,-37.41688,144.67174
"5353","high reliability","Elliott trap","Captured and released","peninsula",4294.102651,"coast",0.006871107,"N","Y","N","N",44.7999992370606,-0.0148999998345971,45,136,131,113,1.64839994907379,0.0548000000417233,0,0,242.286804199219,21.0044002532959,92.003303527832,88.0574035644531,113,13.1833000183106,-38.82298,143.48896
