"","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","Reliability","log","lan"
"16807","Birds Australia 2ha search","Observation","place",14100.56845,"state_border",4.28e-05,"N","N",81.4000015258789,-0.00100000004749745,107,10,83,103,1.07019996643066,0.00430000014603138,1.52257108688355,14.8712892532349,348.578704833984,-15.5787000656128,70.5786972045898,-4.57870006561279,103,16.8673992156982,"high reliability",144.35628,-35.78714
"16808","Birds Australia 2ha search","Observation","place",8647.226493,"state_border",0.006162315,"Y","Y",81,0,107,10,72,103,1.05910003185272,0.0007999999797903,1.33184695243835,13.32346534729,349.329895019531,-16.3299007415771,72.3299026489258,-6.32989978790283,103,16.9347991943359,"high reliability",144.29195,-35.75957
"16809","Birds Australia 2ha search","Observation","place",6235.774867,"watercourse_stream",0.019714658,"N","N",195.199996948242,0.00870000012218952,48,48,68,108,2.19169998168945,0.0136000001803041,1.04484164714813,15.9402980804443,339.970611572266,-0.970600008964539,61.9528999328613,18.9491996765137,108,16.425199508667,"high reliability",146.18476,-36.14884
"16810","Birds Australia 2ha search","Observation","place",3683.548869,"watercourse_river",0.000847554,"Y","Y",159,-0.046000000089407,12,3,68,103,2.07520008087158,0.0326999984681606,0.832719683647156,12.8323593139648,343.091003417969,-1.70089995861053,62.8316993713379,16.0373992919922,103,15.1901998519898,"high reliability",146.19246,-36.04882
"16811","Birds Australia 2ha search","Observation","place",3871.060866,"watercourse_river",0.006135481,"Y","Y",154.800003051758,-0.00150000001303852,48,48,68,103,2.0592999458313,0.0119000002741814,0.82952344417572,11.8095808029175,346.381713867187,-5.29029989242554,65.8981018066406,12.7107000350952,103,16.9769992828369,"high reliability",146.18684,-36.05509
"16812","Birds Australia 2ha search","Observation","place",17333.2846,"watercourse_river",0.012624439,"Y","Y",96,0.0007999999797903,107,10,57,103,1.53840005397797,0,1.54313552379608,14.203652381897,349.058410644531,-15.0584001541138,69.0584030151367,-5.05840015411377,103,16.8013000488281,"high reliability",145.05501,-35.85096
"16813","Birds Australia 2ha search","Observation","place",4988.491724,"watercourse_stream",0.025056532,"Y","Y",81.6371994018555,0.008500000461936,107,10,72,103,1.05359995365143,0.00989999994635582,1.53570413589478,16.3067245483398,349.120697021484,-17.1205997467041,72.1205978393555,-6.12060022354126,103,15.7705001831055,"high reliability",144.26242,-35.78234
"16814","Birds Australia 2ha search","Observation","place",18504.16223,"state_border",0.002899601,"Y","Y",95,0,107,10,57,103,1.52869999408722,0.00289999996311963,1.83498525619507,14.6540679931641,349.130401611328,-14.1663999557495,68.1664962768555,-4.16639995574951,103,16.8232002258301,"high reliability",145.0575,-35.83928
"16815","Birds Australia 2ha search","Observation","place",6341.08836,"road",0.009052401,"N","N",190.582595825195,0.0229000002145767,39,16,86,103,2.18670010566711,0.0110999997705221,3.36034250259399,14.6224870681763,341.291198730469,2.70880007743835,66.2911987304688,32.5127983093262,103,16.399299621582,"high reliability",146.23785,-36.40612
"16816","Timed bird census","Heard","place",2336.136192,"road",0.002694444,"Y","Y",224,0.047800000756979,15,90,94,8,2.00230002403259,0.0131999999284744,1.51841330528259,13.2151775360107,327.123504638672,-12.0109996795654,69.1235961914063,12.1567001342773,8,16.1868000030518,"high reliability",143.73495,-36.96761
"16817","Timed bird census","Seen","place",4401.326591,"road",0.014214585,"Y","Y",223.600006103516,0.092799998819828,35,121,81,3,2.15879988670349,0.0168999992311001,0.961406886577606,14.489016532898,323.980285644531,-3.71460008621216,64.714599609375,19.1548004150391,3,15.5299997329712,"high reliability",144.67848,-36.75461
"16829","Bird transect","Seen","mountain",3411.127412,"road",0.000317599,"Y","Y",272.399993896484,-0.0350000001490116,15,90,81,8,2.2953999042511,0.0227000005543232,0.721747159957886,12.5412263870239,318.930908203125,-4.1761999130249,65.1762008666992,23.3092994689941,8,14.6681003570557,"high reliability",144.67013,-36.88817
"16830","Bird transect","Seen","airport",14988.95865,"watercourse_stream",0.01302129,"Y","Y",340.600006103516,0.108800001442432,15,90,96,8,2.30360007286072,0.0147000001743436,0.449717879295349,12.6360092163086,318.755798339844,-11.7684001922607,69.9350967407227,25.3840999603271,8,12.3245000839233,"high reliability",142.98905,-36.81377
"16835","Bird transect","Seen","airport",11271.12742,"watercourse_stream",0.001973905,"Y","Y",366,0.857900023460388,15,90,96,8,2.3503999710083,0.0063999998383224,0.406641095876694,9.06410598754883,315.936004638672,-9.82619953155518,68.1691970825195,28.5128002166748,8,10.8353996276856,"high reliability",143.01695,-36.8388
"16842","General observations","Observation","place",5959.177869,"watercourse_river",0.001718885,"N","N",219.600006103516,-0.0239000003784895,39,16,136,103,2.27010011672974,0.0296999998390675,1.03999042510986,18.3061752319336,342.644195556641,2.2846999168396,61.671501159668,33.2811012268066,103,16.5685005187988,"high reliability",146.64135,-36.05853
"16843","Timed bird census","Seen","place",6455.982407,"watercourse_stream",0.01149297,"Y","N",204.600006103516,-0.0546999983489513,26,134,112,106,1.82679998874664,0.0185000002384186,0.663336873054504,20.3754444122314,304.035888671875,-5.43839979171753,68.4384002685547,38.3988990783691,106,15.5637998580933,"high reliability",141.91361,-37.25614
"16844","General observations","Heard","place",910.5749289,"watercourse_river",4.1e-06,"N","N",220.199996948242,0.0059000002220273,26,134,125,16,1.89979994297028,0.0153000000864267,0.182712554931641,12.0570201873779,294.896606445312,-1.89859998226166,70.8985977172852,38.1013984680176,109,16.7479000091553,"low reliability",142.05144,-37.52262
"16854","General observations","Observation","place",4833.338078,"watercourse_stream",0.023778111,"N","N",187.600006103516,-0.221900001168251,39,16,68,103,2.16950011253357,0.0271000005304813,1.39582097530365,13.2160406112671,341.090301513672,-0.432799994945526,67.9431991577148,24.0568008422852,103,15.4579000473022,"high reliability",146.0872,-36.3805
"17112","Bird count","Observation","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"17113","Bird count","Seen","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"17114","Bird count","Observation","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"17116","Bird count","Observation","airport",7903.575658,"watercourse_stream",0.013117577,"N","N",424.399993896484,0.131699994206428,38,91,80,8,2.5032000541687,0.0485000014305115,1.4357932806015,11.9155912399292,298.376586914062,-1.29550004005432,60.2647018432617,44.9695014953613,8,14.4368000030518,"low reliability",144.04555,-37.22267
"17131","General observations","Seen","mountain",7141.877418,"road",0.002292757,"N","Y",149.399993896484,0.000500000023748726,42,50,71,18,1.73650002479553,0.00540000014007092,0.518100082874298,6.90306949615479,332.207305908203,-8.20730018615723,67.2072982788086,8.79269981384277,9,17.3623008728027,"low reliability",143.19818,-36.26223
"17138","General observations","Seen","place",7167.892172,"watercourse_river",0.000243783,"Y","N",96.1999969482422,-0.0031999999191612,60,4,83,20,1.37510001659393,0.00469999993219972,1.6502525806427,15.3689374923706,347.077087402344,-16.0771007537842,70.0771026611328,-2.07710003852844,103,15.7615003585815,"high reliability",144.84116,-36.1006
"17139","General observations","Seen","place",7167.892172,"watercourse_river",0.000243783,"Y","N",96.1999969482422,-0.0031999999191612,60,4,83,20,1.37510001659393,0.00469999993219972,1.6502525806427,15.3689374923706,347.077087402344,-16.0771007537842,70.0771026611328,-2.07710003852844,103,15.7615003585815,"high reliability",144.84116,-36.1006
"17142","General observations","Observation","rail_station",3370.878362,"watercourse_stream",0.010443734,"Y","Y",285.600006103516,0.091499999165535,39,86,136,17,2.40319991111755,0.0249000005424023,-0.0820969194173813,2.27910614013672,344.226806640625,-3.41669988632202,65.8114013671875,35.3070983886719,103,16.0389003753662,"low reliability",146.64825,-36.16101
"17154","General observations","Seen","place",6165.628055,"watercourse_river",0.000351071,"Y","Y",266.200012207031,1.0945999622345,38,91,123,12,2.33610010147095,0.046900000423193,0.631434321403503,6.98291349411011,280.757995605469,0.80620002746582,77.1110000610352,6.68160009384155,12,11.8325996398926,"low reliability",144.25111,-37.85658
"17155","General observations","Observation","place",4317.876772,"road",0.003273955,"Y","Y",245.800003051758,-0.0147000001743436,38,91,136,103,2.32610011100769,0.032600000500679,0.613476872444153,15.2248296737671,345.388092041016,-2.82540011405945,65.8254013061523,29.4776992797852,103,17.6037998199463,"high reliability",146.57175,-36.1229
"17158","General observations","Observation","place",10715.44214,"road",0.001864225,"Y","Y",145.328903198242,0.00960000045597553,65,14,82,103,2.02010011672974,0.00380000006407499,1.07172298431397,19.3085289001465,347.551208496094,-5.55109977722168,70.5511016845703,9.95030021667481,103,16.8283996582031,"high reliability",146.10365,-36.24382
"17164","General observations","Observation","place",5539.696585,"watercourse_stream",0.015677651,"N","N",341.600006103516,0.104000002145767,39,16,136,8,2.48850011825561,0.0165999997407198,0.772954046726227,15.5237712860107,335.381195068359,3.04940009117126,59.3684997558594,40.6189002990723,8,14.2374000549316,"low reliability",146.55919,-36.18145
"17165","General observations","Observation","place",5539.696585,"watercourse_stream",0.015677651,"N","N",341.600006103516,0.104000002145767,39,16,136,8,2.48850011825561,0.0165999997407198,0.772954046726227,15.5237712860107,335.381195068359,3.04940009117126,59.3684997558594,40.6189002990723,8,14.2374000549316,"low reliability",146.55919,-36.18145
"17166","General observations","Observation","place",8859.152812,"watercourse_river",9.52e-05,"Y","Y",140.99560546875,0.0474999994039536,15,90,82,103,2.01570010185242,0.0130000002682209,1.74370288848877,17.412935256958,350.846710205078,-5.19820022583008,69.1981964111328,14.7974996566772,103,15.7620000839233,"high reliability",146.32358,-36.16503
"17168","General observations","Observation","mountain",6970.311696,"watercourse_river",0.000722536,"Y","N",365.399993896484,4.46120023727417,53,6,136,3,2.52320003509521,0.0835999995470047,1.66448628902435,18.8933238983154,335.224487304687,3.78020000457764,58.1759986877441,46.2057991027832,3,10.558500289917,"low reliability",146.68594,-36.18997
"17178","General observations","Observation","place",4101.35626,"watercourse_river",0.009857916,"Y","Y",265.399993896484,-0.347600013017654,38,91,136,103,2.36450004577637,0.0419999994337559,0.605116248130798,15.0496044158936,341.498687744141,1.12609994411469,62.1744003295898,33.3972015380859,103,14.9491996765137,"high reliability",146.56726,-36.131
"17182","General observations","Observation","place",4138.485816,"road",0.000710357,"N","N",105.584197998047,0.00579999992623925,65,14,57,109,1.70980000495911,0.00540000014007092,1.18823194503784,13.8680400848389,344.664093017578,-8.70950031280518,69.7095031738281,4.29050016403198,109,15.9968004226685,"low reliability",145.48545,-36.09876
"17183","General observations","Observation","place",4336.932667,"watercourse_river",0.001134003,"Y","Y",97.0086975097656,0,60,4,83,109,1.49629998207092,0.0015999999595806,1.03670597076416,17.1680450439453,347.901489257812,-16.9015007019043,68.901496887207,-4.06990003585815,109,16.3985004425049,"low reliability",144.9775,-35.98129
"17184","General observations","Observation","place",3169.558289,"watercourse_river",0.000593678,"N","N",118.800003051758,-0.00389999989420176,65,14,57,103,1.84119999408722,0.00659999996423721,1.65165972709656,12.8253030776978,347.111602783203,-7.11159992218018,71.1116027832031,4.88840007781982,103,15.9416999816895,"high reliability",145.69418,-36.10483
"17185","Timed bird census","Observation","place",7388.614081,"road",0.011860723,"Y","Y",159,-0.00769999995827675,35,121,81,103,1.94780004024506,0.0263000000268221,0.945664823055267,16.3800430297852,325.632507324219,-0.668200016021729,66.6679992675781,19.3675003051758,103,16.0837993621826,"high reliability",144.94295,-36.74957
"17188","Bird count","Observation","rail_station",8085.146529,"road",0.002176539,"N","N",146.800003051758,-0.00139999995008111,15,90,140,103,1.95710003376007,0.0110999997705221,0.579668045043945,14.3866672515869,324.929412841797,-0.344700008630753,68.5516967773438,25.7982997894287,103,16.2556991577148,"high reliability",145.23589,-36.82097
"17190","General observations","Observation","mountain",5164.338055,"watercourse_stream",0.003514085,"Y","N",310.600006103516,0.156200006604195,2,23,136,3,2.4426999092102,0.0612000003457069,0.95604282617569,17.9800720214844,340.2880859375,-0.544700026512146,63.2843017578125,36.7022018432617,3,14.6817998886108,"low reliability",146.56915,-36.19051
"17195","Bird count","Observation","place",31736.34075,"watercourse_channel",0.193622801,"Y","Y",61.0632019042969,-0.00150000001303852,24,45,48,113,0.877600014209747,0.00980000011622906,0.436169594526291,4.26215982437134,334.942993164062,-9.49549961090088,64.9746017456055,3.92479991912842,113,15.9210996627808,"high reliability",141.87136,-35.45341
"17201","General observations","Observation","place",2377.539384,"road",0.001123158,"Y","Y",332.600006103516,-0.300700008869171,53,6,136,16,2.47609996795654,0.0789000019431114,0.668209075927734,18.2939395904541,334.067810058594,1.3289999961853,59.7065010070801,41.2316017150879,6,12.5913000106812,"low reliability",146.61061,-36.12844
"17208","General observations","Observation","place",2670.699783,"watercourse_river",0.000930675,"Y","N",116.400001525879,0.000300000014249235,42,50,97,18,1.50639998912811,0.00570000009611249,0.44103416800499,3.89165210723877,335.369293212891,-13.3692998886108,66.3693008422852,4.63070011138916,4,16.7226009368896,"low reliability",141.99703,-36.16559
"17223","Bird transect","Observation","airport",6508.723139,"road",0.004836674,"Y","Y",263,0,15,90,94,3,2.10109996795654,0.016499999910593,1.55540490150452,15.5352668762207,321.478698730469,-12.493800163269,70.4785995483398,16.7490005493164,3,16.8293991088867,"high reliability",143.64614,-37.06244
"17224","Bird transect","Observation","place",5812.763396,"road",0.023339862,"Y","Y",357.399993896484,0.0329999998211861,38,91,80,16,2.39389991760254,0.0238000005483627,1.71822941303253,12.9932680130005,307.464599609375,-4.96950006484985,63.4826011657715,33.2781982421875,8,16.2586994171143,"high reliability",144.00024,-37.17386
"17225","Bird transect","Observation","place",3325.442797,"road",0.011898393,"Y","Y",231.199996948242,-0.0278999991714954,15,90,81,3,2.17840003967285,0.02280000038445,0.518861532211304,15.3102388381958,325.836791992187,-5.83729982376099,65.8415985107422,17.7495994567871,3,16.6439990997314,"high reliability",144.66666,-36.73816
"17230","Incidental","Observation","place",37687.19767,"state_border",0.09452968,"Y","Y",57.2000007629395,-0.00490000005811453,56,46,42,4,1.44579994678497,0.00680000009015203,0.792764008045197,7.57636880874634,343.262512207031,-14.2624998092651,68.2624969482422,-3.26250004768372,4,15.8642997741699,"high reliability",141.05969,-34.59898
"17231","Incidental","Observation","place",31409.91569,"road",0.123682835,"N","Y",67.4000015258789,-0.022299999371171,72,88,42,18,1.59049999713898,0.0109999999403954,0.905499994754791,8.53170013427734,341.820709228516,-10.9482002258301,65.7925033569336,-0.572099983692169,5,15.8711004257202,"high reliability",141.09771,-34.47631
"17232","Timed bird census","Observation","airport",14727.25284,"road",0.009887335,"N","Y",30,-0.00150000001303852,9,8,19,4,0.740100026130676,0.00120000005699694,0.611517012119293,4.64796495437622,354.446685791016,-17.4466991424561,74.4467010498047,-10.4467000961304,4,16.5639991760254,"high reliability",141.17876,-34.17861
"17275","Incidental","Observation","place",21121.25939,"state_border",0.000983485,"N","Y",30.13330078125,-0.00359999993816018,9,8,19,4,0.934199988842011,0.00779999978840351,0.470129996538162,5.32201910018921,352.520690917969,-15.7877998352051,72.7878036499024,-9.78779983520508,4,16.6672992706299,"high reliability",140.9639,-34.16882
"17276","Timed bird census","Observation","mountain",6751.260206,"railway",0.000273154,"Y","Y",349,-0.0888999998569489,35,121,113,3,2.31579995155335,0.0120000001043081,1.48487508296967,10.1450691223145,299.51220703125,0.969600021839142,59.576099395752,33.407600402832,3,14.9027004241943,"high reliability",143.72738,-37.25795
"17282","Incidental","Observation","mountain",12331.81,"watercourse_river",8.27e-05,"N","N",111.599998474121,0.0370999984443188,32,120,123,18,1.88209998607636,0.0205000005662441,1.06044805049896,9.9138240814209,283.416107177734,-4.11630010604858,78.2266006469727,-1.11629998683929,103,15.4888000488281,"high reliability",144.37072,-37.84851
"17283","Incidental","Observation","rail_station",4754.72552,"watercourse_river",0.001047608,"N","Y",118,-0.159700006246567,17,92,106,103,1.99749994277954,0.0221999995410442,0.988950371742249,12.5680704116821,296.819793701172,12.4798002243042,82.3552017211914,18.4797992706299,103,15.1993999481201,"high reliability",145.11499,-37.62847
"17284","Incidental","Observation","place",2626.665229,"watercourse_river",0.003869872,"N","Y",178.199996948242,-0.23819999396801,32,120,123,109,2.18149995803833,0.0234999991953373,0.903586685657501,12.5034904479981,291.509796142578,14.7292003631592,74.2707977294922,22.5858001708984,109,14.9274997711182,"high reliability",145.12871,-37.53315
"17294","Incidental","Observation","mountain",1070.476818,"road",0.020216052,"Y","N",245.399993896484,-0.100000001490116,38,91,136,108,2.32969999313354,0.0346999987959862,2.52686786651611,23.475944519043,344.829498291016,-1.89719998836517,65.113899230957,40.0287017822266,108,15.8704996109009,"low reliability",146.66011,-36.2467
"17295","Incidental","Observation","place",4290.458141,"watercourse_river",0.004614068,"Y","Y",211.399993896484,0.0439000017940998,15,90,112,12,1.87380003929138,0.00719999987632036,0.887605249881744,20.6176681518555,311.008697509766,-11.7898998260498,74.3335037231445,31.2101001739502,12,14.5691995620728,"high reliability",141.88235,-37.22841
"17302","Timed bird census","Heard","airport",4448.177497,"watercourse_stream",0.016173547,"Y","Y",100.404502868652,0,60,4,83,109,1.51479995250702,0.00209999992512166,1.41452598571777,15.7966070175171,347.858612060547,-16.8584995269775,71.8584976196289,-3.8585000038147,109,16.0573997497559,"high reliability",145.03074,-36.11469
"17303","Timed bird census","Heard","place",7948.933395,"watercourse_stream",0.00086821,"N","N",101.400001525879,0.00300000002607703,107,10,83,18,1.58560001850128,0.00219999998807907,1.19754874706268,11.9222135543823,346.971496582031,-13.9714002609253,71.9714965820313,-1.01670002937317,103,15.8114995956421,"high reliability",145.19258,-36.13076
"17304","Timed bird census","Seen","place",11045.4876,"road",0.028167858,"N","N",158,0.00179999996908009,15,90,140,109,2.0453999042511,0.00340000004507601,1.39961683750153,18.7565078735352,346.211486816406,-13.2115001678467,79.2115020751953,21.9057998657227,109,16.1287994384766,"high reliability",145.69923,-36.53759
"17305","Timed bird census","Heard","place",8499.232216,"watercourse_river",0.000216388,"Y","Y",135.399993896484,0.00490000005811453,34,18,82,103,1.99109995365143,0.00620000017806888,0.623085260391235,8.35321617126465,350.279388427734,-4.27939987182617,68.2794036865234,14.7206001281738,103,16.6252994537354,"high reliability",146.31804,-36.16229
"17306","Timed bird census","Seen","place",7253.635325,"watercourse_stream",0.000942528,"N","N",90.5999984741211,0.00139999995008111,65,14,83,109,1.22150003910065,0.000699999975040555,1.76209688186646,16.4791965484619,346.844787597656,-15.8449001312256,69.8449020385742,-2.84489989280701,109,16.1993999481201,"high reliability",144.45394,-35.98484
"17307","Timed bird census","Seen","airport",5800.446083,"watercourse_stream",0.009915419,"N","N",89.9384994506836,-0.00579999992623925,65,14,83,9,1.21130001544952,0.00170000002253801,1.72021639347076,16.6410827636719,347.445190429687,-16.4451999664307,70.445198059082,-3.44519996643066,9,15.8044004440308,"high reliability",144.44437,-35.97202
"17311","Timed bird census","Heard","place",3689.823171,"road",0.011118899,"Y","Y",245.800003051758,0.0372000001370907,35,121,80,16,2.16319990158081,0.0137000000104308,1.84665215015411,14.5647821426392,320.3662109375,-6.41620016098022,65.0808029174805,17.5790996551514,103,16.1410999298096,"high reliability",144.10629,-37.04845
"17313","Timed bird census","Seen","mountain",1393.231546,"watercourse_stream",0.003358837,"Y","Y",309.200012207031,0.722500026226044,38,91,94,8,2.31080007553101,0.0465999990701675,2.40636968612671,16.4012336730957,324.805908203125,-8.17539978027344,63.7338981628418,19.5375995635986,8,11.5851001739502,"high reliability",143.68335,-36.58398
"17314","Timed bird census","Heard","place",8580.272791,"watercourse_stream",0.014809177,"Y","Y",232,0.925100028514862,53,6,68,3,2.28629994392395,0.136500000953674,1.41426849365234,19.6297283172607,343.886688232422,-5.11469984054565,69.0964965820313,16.2350006103516,3,14.0826997756958,"high reliability",146.20359,-36.26526
"17315","Timed bird census","Seen","place",13891.18195,"watercourse_stream",0.034859862,"Y","Y",206.600006103516,0.0593999996781349,15,90,96,8,1.88380002975464,0.00889999978244305,0.559236466884613,10.0206413269043,329.565490722656,-15.9194002151489,74.9192962646484,12.1574001312256,8,16.3924007415771,"high reliability",143.02094,-36.72414
"17316","Timed bird census","Heard","place",5978.043203,"watercourse_stream",0.025284196,"Y","Y",330.399993896484,-0.067500002682209,53,6,96,3,2.29460000991821,0.0715999975800514,1.05691957473755,16.0713233947754,319.707885742188,-10.9302997589111,68.9301986694336,29.0330009460449,3,14.8950004577637,"high reliability",143.22109,-36.79268
"17317","Timed bird census","Heard","place",7860.733243,"watercourse_stream",0.016201937,"Y","Y",271.200012207031,0.181799992918968,32,120,96,3,2.15650010108948,0.0141000002622604,0.439595818519592,13.2739505767822,316.215698242187,-3.13450002670288,61.5718002319336,30.5643997192383,3,14.8860998153687,"high reliability",143.24986,-36.74167
"17318","Timed bird census","Heard","place",6531.987245,"watercourse_stream",0.014203269,"Y","Y",360,0.190699994564056,38,91,96,3,2.35030007362366,0.0379000008106232,0.542561233043671,17.6325931549072,313.772003173828,-6.10559988021851,64.105598449707,35.3925018310547,3,15.8660001754761,"high reliability",143.21395,-36.81715
"17319","Timed bird census","Heard","place",6476.886014,"road",0.001922158,"Y","Y",152.399993896484,0.0230999998748302,15,90,81,8,1.91100001335144,0.008500000461936,1.24143648147583,15.2687244415283,326.271392822266,-2.19460010528564,67.3211975097656,17.7353000640869,8,15.160400390625,"high reliability",144.91,-36.76702
"17321","Timed bird census","Heard","place",3104.180035,"watercourse_stream",0.01395898,"Y","Y",294.600006103516,0.0109000001102686,38,91,96,108,2.20970010757446,0.0297999996691942,0.639265179634094,20.2559947967529,320.849395751953,-10.7222995758057,68.722297668457,27.4965991973877,108,16.9939002990723,"high reliability",143.25475,-36.79385
"17322","Timed bird census","Heard","place",6746.739083,"road",0.01743298,"Y","Y",346.399993896484,-0.0749000012874603,35,121,96,108,2.32489991188049,0.0197000000625849,0.694596409797668,10.9918804168701,316.373504638672,-8.23820018768311,66.2381973266602,32.573299407959,108,16.3794002532959,"high reliability",143.21033,-36.8082
"17325","Timed bird census","Seen","place",3104.180035,"watercourse_stream",0.01395898,"Y","Y",294.600006103516,0.0109000001102686,38,91,96,108,2.20970010757446,0.0297999996691942,0.639265179634094,20.2559947967529,320.849395751953,-10.7222995758057,68.722297668457,27.4965991973877,108,16.9939002990723,"high reliability",143.25475,-36.79385
"17327","Timed bird census","Heard","place",6531.987245,"watercourse_stream",0.014203269,"Y","Y",360,0.190699994564056,38,91,96,3,2.35030007362366,0.0379000008106232,0.542561233043671,17.6325931549072,313.772003173828,-6.10559988021851,64.105598449707,35.3925018310547,3,15.8660001754761,"high reliability",143.21395,-36.81715
"17328","Timed bird census","Observation","airport",6050.205283,"watercourse_stream",0.008005761,"Y","Y",231.199996948242,0.0377000011503696,48,48,96,8,2.03410005569458,0.0131999999284744,0.981472551822662,13.9281139373779,323.908111572266,-8.07269954681397,67.0726013183594,21.3201007843018,8,15.6491003036499,"high reliability",143.2302,-36.68165
"17329","Timed bird census","Observation","place",6623.123219,"road",0.011650756,"N","N",224.800003051758,0.0200999993830919,48,48,113,109,1.94840002059937,0.0136000001803041,0.968330442905426,13.4605932235718,321.085906982422,-8.09589958190918,66.0959014892578,18.0156002044678,109,15.830400466919,"high reliability",143.54162,-36.9629
"17331","Timed bird census","Observation","place",11191.44738,"road",0.009765726,"Y","Y",168,-0.0152000002563,15,90,81,103,1.97409999370575,0.0238000005483627,0.705930650234222,12.1821146011353,329.621795654297,-5.68559980392456,70.0673980712891,14.3151998519898,103,16.6590003967285,"high reliability",144.85215,-36.75247
"17332","Timed bird census","Observation","mountain",3009.312132,"road",0.001968738,"N","N",219.800003051758,0.0434000007808208,15,90,81,8,2.15190005302429,0.00789999961853027,0.818931639194489,13.0211200714111,324.523986816406,-2.79819989204407,64.8125991821289,19.1688003540039,8,15.2662000656128,"high reliability",144.75291,-36.73712
"17333","Timed bird census","Observation","airport",6897.578154,"watercourse_stream",0.021070238,"Y","Y",247.399993896484,0.212999999523163,35,121,96,8,2.09060001373291,0.024100000038743,1.04760777950287,13.505654335022,320.4248046875,-5.63959980010986,63.7985992431641,25.2234992980957,8,14.732099533081,"high reliability",143.22498,-36.69437
"17334","Timed bird census","Observation","rail_station",8022.326918,"watercourse_stream",0.015186873,"Y","Y",242.800003051758,0.0230999998748302,15,90,96,8,2.07620000839233,0.0175999999046326,1.00462830066681,14.4026432037354,327.538513183594,-12.5384998321533,70.6428985595703,18.3565006256104,8,16.0632991790771,"high reliability",143.24732,-36.69304
"17335","Timed bird census","Observation","mountain",2536.459458,"watercourse_stream",0.011463057,"N","N",199.600006103516,0.0263999998569488,15,90,94,3,1.87779998779297,0.00730000017210841,1.2835978269577,13.1967144012451,329.141998291016,-12.1387996673584,70.138801574707,9.86270046234131,3,15.8563003540039,"high reliability",143.68636,-36.92727
"17336","Timed bird census","Observation","airport",6173.098519,"watercourse_stream",0.011810307,"Y","Y",231.199996948242,0.122699998319149,15,90,96,16,2.0327000617981,0.0245999991893768,1.13649928569794,12.3255233764648,326.320190429688,-10.6461000442505,69.6137008666992,18.9293994903565,3,15.5710000991821,"high reliability",143.22695,-36.68532
"17338","Timed bird census","Observation","mountain",10310.95801,"watercourse_stream",0.013929974,"Y","Y",173.573806762695,-0.0176999997347593,48,48,81,3,1.99489998817444,0.0140000004321337,0.816245019435883,11.7445812225342,326.697509765625,-2.6975998878479,66.6976013183594,17.3024997711182,3,17.1320991516113,"high reliability",144.83785,-36.7432
"17339","Timed bird census","Observation","place",5895.156194,"road",0.015399689,"Y","Y",175.199996948242,0.0118000004440546,15,90,94,16,1.79429996013641,0.0137000000104308,1.55937373638153,15.2525005340576,333.247589111328,-11.2526998519898,69.0598983764648,7.74739980697632,3,15.6445999145508,"high reliability",143.78251,-36.82412
"17340","Timed bird census","Observation","mountain",5449.434528,"road",0.009736819,"N","N",269.600006103516,-0.952099978923798,53,6,94,8,2.16039991378784,0.0667999982833862,1.51145434379578,10.6170234680176,326.995513916016,-12.2762002944946,69.3899002075195,13.7048997879028,8,11.2690000534058,"high reliability",143.6197,-36.88189
"17341","Timed bird census","Observation","airport",7653.077936,"watercourse_stream",0.015874514,"Y","Y",247.800003051758,0.0148999998345971,35,121,96,3,2.09039998054504,0.0197999998927116,0.820408940315247,13.3050775527954,324.579193115234,-10.5736999511719,68.5792007446289,21.0344009399414,3,16.5300998687744,"high reliability",143.22851,-36.70061
"17342","Timed bird census","Observation","airport",6050.205283,"watercourse_stream",0.008005761,"Y","Y",231.199996948242,0.0377000011503696,48,48,96,8,2.03410005569458,0.0131999999284744,0.981472551822662,13.9281139373779,323.908111572266,-8.07269954681397,67.0726013183594,21.3201007843018,8,15.6491003036499,"high reliability",143.2302,-36.68165
