"","Reliability","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","named_natural_region","postcode","public_land","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","log","lan"
"88","high reliability","Incidental","place",15505.83239,"road",0.003686024,"Y","N","Y","Y","N",72.818603515625,0.0263999998569488,29,11,42,18,1.59990000724793,0.00749999983236194,0.623632490634918,4.6285548210144,344.871185302734,-12.8478002548218,67.8478012084961,-2.73189997673035,4,15.582799911499,141.41314,-34.399
"89","high reliability","Birds Australia 500m area search","place",30280.40108,"watercourse_channel",0.154770672,"N","Y","Y","Y","N",71,0.0167999994009733,71,51,48,5,1.24469995498657,0,0.402780711650848,3.9833071231842,334.496490478516,-8.49639987945557,65.3625030517578,4.50360012054443,5,15.7954998016357,141.91189,-35.43147
"90","high reliability","Trap (unspecified)","place",15111.23465,"road",0.010653407,"Y","N","Y","Y","N",79,-0.00329999998211861,56,46,42,18,1.65750002861023,0.00469999993219972,0.562823116779327,4.99727582931519,345.315887451172,-13.315899848938,68.0134963989258,-2.31590008735657,4,16.1194000244141,141.43333,-34.41667
"91","high reliability","General observations","place",20453.5378,"watercourse_channel",0.083558478,"Y","Y","Y","Y","N",65.1999969482422,0.00700000021606684,56,46,69,18,1.11160004138947,0.0157999992370606,0.332151085138321,4.53453159332275,337.009399414063,-10.0094003677368,67.0093994140625,1.99059998989105,4,15.6361999511719,141.96719,-35.35801
"92","high reliability","Birds Australia 500m area search","place",13552.72059,"road",0.108095035,"Y","N","Y","Y","N",51,0.0063999998383224,56,46,42,4,1.19130003452301,0.00879999995231628,1.47661316394806,9.65464782714844,344.674285888672,-12.673999786377,68.6740036010742,-2.67400002479553,4,16.2266006469727,141.55965,-34.50753
"93","high reliability","Birds Australia 2ha search","airport",5986.834506,"road",0.006162958,"Y","N","Y","Y","N",54.5116004943848,-0.0052000000141561,72,88,37,5,1.21029996871948,0.00240000011399388,0.814572215080261,6.94624900817871,342.238708496094,-8.2386999130249,68.2387008666992,-0.238700002431869,5,15.9387998580933,142.27264,-34.68794
"94","high reliability","Incidental","place",13453.69102,"road",0.007235542,"N","N","Y","N","N",79.5999984741211,0.00329999998211861,73,9,42,18,1.65980005264282,0.00279999990016222,0.538940191268921,4.04086351394653,346.3291015625,-13.8963003158569,69.3291015625,-3.32909989356995,4,16.4115009307861,141.45156,-34.41582
"95","high reliability","Bird transect","place",13693.17183,"road",0.106480227,"Y","N","Y","Y","N",53.7999992370605,-0.0015999999595806,73,9,42,4,1.26489996910095,0.00789999961853027,1.19779968261719,8.1850700378418,345.309112548828,-13.1342000961304,69.1342010498047,-3.13420009613037,4,15.8963003158569,141.5524,-34.50724
"96","high reliability","Birds Australia 500m area search","place",1808.607892,"railway",0.013751119,"Y","N","Y","Y","N",59.2178001403809,0.0110999997705221,71,51,56,5,0.898699998855591,0.0115999998524785,0.325863987207413,1.7467360496521,334.736511230469,-12.5712995529175,64.5274963378906,3.26349997520447,5,16.2952003479004,141.19055,-35.24889
"97","high reliability","Incidental","place",14430.56477,"road",0.009495918,"N","N","Y","Y","N",75,-0.00209999992512166,9,8,42,18,1.61600005626678,0.008500000461936,0.539299786090851,4.77530002593994,347.572204589844,-15.5721998214722,70.5721969604492,-4.57219982147217,4,16.1954002380371,141.440884,-34.416605
"98","high reliability","Incidental","place",14036.61818,"road",0.009768486,"Y","N","Y","N","N",64.8000030517578,0.00740000000223517,29,11,42,18,1.50750005245209,0.00559999980032444,0.623097240924835,4.3705039024353,348.17529296875,-15.1752996444702,70.1753005981445,-5.17530012130737,4,16.156099319458,141.397863,-34.390329
"99","high reliability","Bird transect","place",13862.89213,"road",0.012024063,"N","N","Y","N","N",61.7999992370605,0.00240000011399388,29,11,42,18,1.4650000333786,0.00760000012814999,0.54465240240097,4.28397130966187,348.398284912109,-15.3983001708984,70.3983001708984,-5.39830017089844,4,16.6172008514404,141.39894,-34.38822
"100","high reliability","Bird transect","place",13862.89213,"road",0.012024063,"N","N","Y","N","N",61.7999992370605,0.00240000011399388,29,11,42,18,1.4650000333786,0.00760000012814999,0.54465240240097,4.28397130966187,348.398284912109,-15.3983001708984,70.3983001708984,-5.39830017089844,4,16.6172008514404,141.39894,-34.38822
"101","high reliability","Bird transect","place",13862.89213,"road",0.012024063,"N","N","Y","N","N",61.7999992370605,0.00240000011399388,29,11,42,18,1.4650000333786,0.00760000012814999,0.54465240240097,4.28397130966187,348.398284912109,-15.3983001708984,70.3983001708984,-5.39830017089844,4,16.6172008514404,141.39894,-34.38822
"102","high reliability","Bird transect","place",13862.89213,"road",0.012024063,"N","N","Y","N","N",61.7999992370605,0.00240000011399388,29,11,42,18,1.4650000333786,0.00760000012814999,0.54465240240097,4.28397130966187,348.398284912109,-15.3983001708984,70.3983001708984,-5.39830017089844,4,16.6172008514404,141.39894,-34.38822
"103","high reliability","Birds Australia 2ha search","place",15154.85854,"road",0.003495269,"Y","N","Y","Y","N",71.0954971313477,-0.0138999996706843,56,46,42,18,1.58229994773865,0.0102000003680587,0.468101799488068,3.77229762077331,344.664886474609,-12.5812997817993,67.581298828125,-2.53670001029968,4,15.7255001068115,141.4066,-34.39812
"104","low reliability","Timed bird census","mountain",2888.724263,"road",0.000102511,"Y","N","Y","Y","Y",71.8000030517578,-0.0152000002563,17,92,118,16,1.80239999294281,0.00930000003427267,0.238900393247604,7.03693914413452,311.337097167969,6.66160011291504,92.3384017944336,25.0417995452881,103,16.1802005767822,145.78257,-37.97155
"105","low reliability","General observations","place",5220.765075,"watercourse_river",0.021958161,"Y","N","Y","Y","Y",126.599998474121,-0.0185000002384186,62,98,124,6,2.07850003242493,0.0272000003606081,0.626928567886353,8.03940105438232,282.075805664062,30.309700012207,71.243896484375,55.6955986022949,6,15.8259000778198,145.66161,-38.008
"106","high reliability","Trap (unspecified)","place",15111.23465,"road",0.010653407,"Y","N","Y","Y","N",79,-0.00329999998211861,56,46,42,18,1.65750002861023,0.00469999993219972,0.562823116779327,4.99727582931519,345.315887451172,-13.315899848938,68.0134963989258,-2.31590008735657,4,16.1194000244141,141.43333,-34.41667
"107","high reliability","Incidental","place",16495.88453,"road",0.009481505,"Y","N","Y","Y","N",80,-0.0650999993085861,73,9,42,4,1.67219996452332,0.00989999994635582,0.572469353675842,5.08091974258423,344.296508789062,-12.2965002059937,67.214599609375,-1.36749994754791,4,15.5410003662109,141.406744,-34.411294
