"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif"
"9179","low reliability","Elliott trap","place",3169.183808,"road",0.001016083,"Y","Y","N","Y",235.399993896484,-0.993099987506866,40,30,124,6,2.35109996795654,0.0640999972820282,0.732271015644074,8.52426338195801,281.7255859375,36.2728996276855,72.6215972900391,76.5815963745117,6,12.664999961853
"9193","low reliability","Pitfall with drift fence","mountain",16988.1328,"watercourse_river",0.006302194,"Y","Y","N","Y",133.600006103516,-0.0175999999046326,22,71,99,6,2.12899994850159,0.00230000005103648,0,1.76559710502625,256.257202148437,44.7860984802246,72.5775985717773,59.7860984802246,6,14.4047002792358
"9211","low reliability","Elliott trap","place",453.1910524,"watercourse_river",0.001458467,"Y","Y","N","Y",338.399993896484,0.412400007247925,66,109,108,7,2.50850009918213,0.16949999332428,0.283372491598129,10.9554595947266,277.4755859375,35.9053993225098,56.4896011352539,112.426597595215,7,15.1766996383667
"9217","low reliability","Elliott trap","place",4754.005612,"watercourse_river",0.007142812,"Y","Y","Y","N",749.400024414063,-0.612500011920929,4,101,114,12,2.82049989700317,0.0271000005304813,0.239282533526421,9.69954204559326,255.200805664062,24.6844005584717,45.3157997131348,90.8908996582031,12,11.2272996902466
"9218","low reliability","Elliott trap","place",6294.749658,"watercourse_river",0.004335704,"Y","Y","Y","N",415.399993896484,0.546199977397919,62,98,102,12,2.58979988098144,0.0414000004529953,0.427087634801865,7.33211708068848,279.576385498047,36.260799407959,66.3162994384766,70.176399230957,12,12.7904996871948
"9220","low reliability","Pitfall with drift fence","place",14509.22236,"watercourse_stream",0.022084726,"N","N","N","N",219.600006103516,0.0215000007301569,15,90,96,18,1.9322999715805,0.0256999991834164,0.876777172088623,15.008394241333,326.181304931641,-14.3093996047974,72.3094024658203,16.7138996124268,103,16.1065006256104
"9337","low reliability","Elliott trap","mountain",4588.267442,"watercourse_river",0.012956678,"Y","Y","Y","N",249.800003051758,-0.00870000012218952,38,91,139,6,1.86520004272461,0.0280000008642673,0.258513152599335,12.1279487609863,309.018707275391,-7.75509977340698,75.2323989868164,45.8307991027832,6,16.565299987793
"9365","low reliability","Incidental","place",6538.047109,"watercourse_stream",0.001161011,"Y","N","N","N",287.600006103516,0,35,121,104,109,1.9210000038147,0.00630000000819564,0.249579787254333,7.26434469223022,303.871398925781,-6.0939998626709,73.8006973266602,22.2182998657227,109,16.0727005004883
"9464","low reliability","Trap (unspecified)","place",13803.44904,"road",0.016914774,"N","N","N","N",204.199996948242,-0.0384000018239021,42,50,84,5,1.8753000497818,0.0220999997109175,0.880206346511841,9.29703044891357,321.517700195312,-6.46339988708496,60.5015983581543,21.3567008972168,5,14.2264995574951
"9668","low reliability","Elliott trap","place",3480.230934,"watercourse_stream",0.003329042,"Y","Y","N","N",183.800003051758,0.0258000008761883,17,92,106,3,2.21449995040894,0.0097000002861023,1.17360615730286,13.6661653518677,293.272094726562,18.4463996887207,80.6343002319336,35.685001373291,3,15.2343997955322
"9705","low reliability","Elliott trap","place",4229.984566,"watercourse_river",0.013586279,"Y","Y","N","N",954.799987792969,-0.818099975585938,7,105,133,7,2.96939992904663,0.058899998664856,1.04842269420624,13.074688911438,256.114013671875,40.3348007202148,33.4379005432129,160.639999389648,7,10.5209999084473
"9707","low reliability","Cage trap","place",4229.984566,"watercourse_river",0.013586279,"Y","Y","N","N",954.799987792969,-0.818099975585938,7,105,133,7,2.96939992904663,0.058899998664856,1.04842269420624,13.074688911438,256.114013671875,40.3348007202148,33.4379005432129,160.639999389648,7,10.5209999084473
"9724","low reliability","Cage trap","mountain",4757.457385,"watercourse_stream",0.008786146,"Y","Y","N","Y",829.200012207031,1.2610000371933,67,81,78,17,2.91759991645813,0.0474999994039536,0,1.76559710502625,264.0078125,32.019401550293,24.1347007751465,33.9039001464844,7,13.1043996810913
"9726","low reliability","Elliott trap","mountain",4757.457385,"watercourse_stream",0.008786146,"Y","Y","N","Y",829.200012207031,1.2610000371933,67,81,78,17,2.91759991645813,0.0474999994039536,0,1.76559710502625,264.0078125,32.019401550293,24.1347007751465,33.9039001464844,7,13.1043996810913
"9737","low reliability","Frog transect","place",5346.915701,"watercourse_river",8.58e-05,"Y","Y","N","Y",344.799987792969,0.209199994802475,63,65,108,106,2.52640008926392,0.100000001490116,1.14835894107819,15.6392736434937,270.789093017578,42.4057006835938,61.725700378418,54.2504997253418,106,14.6456003189087
"9765","low reliability","Incidental","place",10091.74422,"road",0.014126716,"Y","Y","N","N",174.600006103516,-0.00559999980032444,30,112,98,5,1.57969999313355,0.00179999996908009,0.926245093345642,8.98413944244385,313.346710205078,-4.3467001914978,63.3466987609863,36.0834999084473,5,17.0389003753662
"9781","low reliability","Elliott trap","mountain",8253.653504,"watercourse_stream",0.00049051,"Y","Y","N","Y",197.600006103516,-0.609399974346161,21,68,124,6,2.2765998840332,0.0425999984145165,0.287947207689285,8.82839775085449,277.768585205078,37.9351997375488,66.6807022094727,71.9692001342773,6,11.5123996734619
"10007","low reliability","Pitfall with drift fence","place",8943.288857,"watercourse_stream",0.013541188,"Y","Y","N","N",153.399993896484,-0.0650999993085861,37,140,117,16,2.0434000492096,0.024100000038743,0.160569936037064,2.78330755233765,271.217102050781,2.59980010986328,71.4944000244141,65.4585037231445,6,15.045000076294
"10054","low reliability","Trap (unspecified)","place",20326.2214,"road",0.03130257,"Y","N","N","N",162.399993896484,-0.00109999999403954,30,112,84,5,1.47099995613098,0.00510000018402934,0.56020998954773,6.68770456314087,320.786193847656,-4.78620004653931,61.7862014770508,24.1075992584229,5,16.7653007507324
"10272","low reliability","Cage trap","place",2946.731668,"road",0.015447315,"N","N","N","N",506.200012207031,-1.25820004940033,28,94,1,16,2.66810011863708,0.0399999991059303,2.51949954032898,11.5453023910523,302.302307128906,9.04080009460449,56.0326995849609,74.4046020507813,12,11.552300453186
"10289","low reliability","Elliott trap","mountain",431.0497876,"watercourse_river",0.016552314,"Y","Y","Y","N",232,-0.327699989080429,53,6,106,16,2.29780006408691,0.10189999639988,0.752563416957855,11.7003259658813,292.734313964844,12.4334001541138,72.1511993408203,29.0125999450684,3,14.3915996551514
"10294","low reliability","Elliott trap","mountain",5122.199015,"watercourse_stream",0.017252222,"Y","Y","N","N",1185.19995117188,-3.1515998840332,46,124,138,7,3.06789994239807,0.0921000018715858,1.49491691589356,16.4502029418945,239.434799194336,37.4915008544922,25.8089008331299,129.15119934082,7,10.4883003234863
"10302","low reliability","Elliott trap","mountain",7048.551205,"watercourse_stream",0.010429404,"Y","Y","N","N",451,0.207300007343292,64,102,80,103,2.54099988937378,0.0485999993979931,1.39314436912537,13.265308380127,294.042785644531,-0.323599994182587,59.394401550293,48.2355003356934,103,16.4475994110107
"10309","low reliability","Elliott trap","airport",6833.662561,"road",0.016817367,"Y","Y","N","N",527.599975585938,0.433699995279312,7,105,102,12,2.69740009307861,0.0714000016450882,0.244366958737373,7.42180871963501,280.832305908203,33.6735000610352,57.6856002807617,103.410102844238,12,11.2356996536255
"10352","low reliability","Elliott trap","place",6423.929658,"road",0.000175833,"Y","Y","N","Y",140.399993896484,-0.025000000372529,22,71,99,6,2.15260004997253,0.0137999998405576,0,1.76559710502625,267.640808105469,48.1991004943848,61.787899017334,63.3446998596191,6,13.8470001220703
"10779","low reliability","Elliott trap","place",2158.025448,"watercourse_stream",0.000703213,"Y","Y","N","N",-1,0,84,170,141,-99,0,0,0,1.76559710502625,263.955810546875,6.04419994354248,90.9529037475586,48.0830001831055,-99,19.4659996032715
"10788","low reliability","General observations","mountain",5587.317133,"watercourse_stream",0.000217587,"Y","Y","Y","N",333,0.853600025177002,19,100,106,12,2.48099994659424,0.0221999995410442,1.0487368106842,12.4505853652954,285.408599853516,20.3610992431641,69.6276016235352,41.1497001647949,12,10.9531002044678
"10917","low reliability","Elliott trap","place",2152.254162,"watercourse_stream",0.012003651,"Y","N","N","N",174,0,16,95,106,114,2.18950009346008,0.00600000005215406,0.92550253868103,11.5231122970581,292.546905517578,19.4531002044678,79.5468978881836,36.4530982971191,114,17.1278991699219
"10928","low reliability","Elliott trap","place",5215.28844,"road",0.003901975,"Y","Y","N","Y",91,-0.0183000005781651,22,71,99,6,1.96650004386902,0.0115000000223517,0,1.76559710502625,275.755889892578,43.2392997741699,66.757698059082,56.4315986633301,6,14.5410003662109
"11073","low reliability","Elliott trap Large","place",3601.759773,"watercourse_stream",0.006354537,"Y","Y","N","N",190,0.625699996948242,64,102,106,16,2.23040008544922,0.043699998408556,0.892831802368164,11.263822555542,292.688995361328,18.9202003479004,79.450798034668,35.6926002502441,8,12.6351003646851
"11087","low reliability","Tile (roof) census","place",6303.927206,"watercourse_stream",0.000384296,"Y","N","N","N",289.799987792969,-0.0810000002384186,32,120,104,109,1.93879997730255,0.0152000002563,0.247133001685142,7.3944878578186,299.126892089844,-0.957099974155426,67.9626007080078,28.5298004150391,109,15.0971002578735
"11100","low reliability","Elliott trap","place",8188.938494,"watercourse_river",0.006745572,"Y","Y","N","Y",354.600006103516,-1.03869998455048,7,105,124,7,2.53500008583069,0.0689999982714653,0.740045785903931,12.620849609375,271.166900634766,39.9012985229492,57.7742004394531,94.9237976074219,7,12.7712001800537
"11176","low reliability","Trap (unspecified)","place",6960.67488,"watercourse_channel",0.006440662,"N","N","N","N",124.800003051758,-0.0125000001862645,48,48,140,103,1.78849995136261,0.00889999978244305,1.15857303142548,17.6865100860596,328.319885253906,-0.319900006055832,66.904899597168,19.6800994873047,103,15.7215995788574
"11177","low reliability","Trap (unspecified)","place",8341.448477,"road",0.002676698,"N","N","N","N",287.600006103516,0.00359999993816018,35,121,81,3,2.31629991531372,0.0110999997705221,1.44901204109192,14.0309772491455,312.940612792969,-3.68090009689331,61.003101348877,26.6625995635986,3,15.9990997314453
"11360","low reliability","Elliott trap","place",15809.38231,"watercourse_stream",0.006916111,"Y","Y","N","Y",162,-0.0491000004112721,62,98,122,6,2.20910000801086,0.046900000423193,0,1.76559710502625,262.602111816406,24.2731990814209,66.5582962036133,29.5802993774414,6,14.2582998275757
"11379","low reliability","Elliott trap","mountain",4813.986783,"watercourse_stream",0.01415415,"Y","Y","N","N",447.600006103516,-3.56049990653992,6,76,136,16,2.62520003318787,0.132599994540215,3.92548871040344,19.0012168884277,330.926513671875,4.042799949646,62.0507011413574,65.6492004394531,3,11.5937995910644
"11423","low reliability","General observations","rail_station",2659.208748,"watercourse_river",0.00413926,"N","Y","N","N",126.599998474121,-0.0267999991774559,32,144,123,19,2.03010010719299,0.00789999961853027,1.01181292533875,12.2233381271362,292.544891357422,12.3528995513916,78.647102355957,12.3528995513916,109,15.4904003143311
"11456","low reliability","Elliott trap","place",4005.525351,"watercourse_stream",0.002801543,"Y","Y","Y","N",1089.59997558594,6.95849990844727,46,124,133,11,3.03020000457764,0.18359999358654,2.2049252986908,14.3878860473633,235.219100952148,46.3005981445312,30.7663993835449,158.770904541016,11,10.7067003250122
"11463","low reliability","Elliott trap","airport",10552.34549,"watercourse_river",0.008130071,"Y","Y","N","N",608.599975585938,0.0272000003606081,4,101,102,7,2.76449990272522,0.0364999994635582,0.398344367742538,7.73290252685547,266.64599609375,45.9807014465332,52.4943008422852,121.543296813965,7,12.024299621582
"11698","low reliability","Elliott trap Large","place",5493.227024,"watercourse_stream",0.010550654,"Y","Y","N","N",539.400024414063,-0.745500028133392,28,94,80,12,2.64190006256104,0.0518000014126301,0.567146062850952,11.1309547424316,281.124206542969,6.7613000869751,53.4576988220215,67.0892028808594,12,11.8086004257202
"11699","low reliability","Elliott trap Large","place",5493.227024,"watercourse_stream",0.010550654,"Y","Y","N","N",539.400024414063,-0.745500028133392,28,94,80,12,2.64190006256104,0.0518000014126301,0.567146062850952,11.1309547424316,281.124206542969,6.7613000869751,53.4576988220215,67.0892028808594,12,11.8086004257202
"11700","low reliability","Elliott trap Large","place",5493.227024,"watercourse_stream",0.010550654,"Y","Y","N","N",539.400024414063,-0.745500028133392,28,94,80,12,2.64190006256104,0.0518000014126301,0.567146062850952,11.1309547424316,281.124206542969,6.7613000869751,53.4576988220215,67.0892028808594,12,11.8086004257202
"11731","low reliability","Elliott trap","place",3132.402934,"coast",0.005849897,"Y","Y","N","N",-1,0,100,172,141,-99,0,0,0,1.76559710502625,262.45458984375,5.54540014266968,90.4545974731445,38.969799041748,-99,19.4659996032715
"11732","low reliability","Frog census","place",4259.124072,"road",0.000477112,"N","N","N","N",368,0,35,121,113,16,2.18989992141724,0.00570000009611249,0.680787026882172,13.5058250427246,300.793609619141,-3.85940003395081,68.8593978881836,19.1406002044678,109,17.0746994018555
"11769","low reliability","Trap (unspecified)","place",13803.44904,"road",0.016914774,"N","N","N","N",204.199996948242,-0.0384000018239021,42,50,84,5,1.8753000497818,0.0220999997109175,0.880206346511841,9.29703044891357,321.517700195312,-6.46339988708496,60.5015983581543,21.3567008972168,5,14.2264995574951
"11772","low reliability","Trap (unspecified)","place",504.3704711,"road",0.000860749,"Y","N","N","N",160.600006103516,-0.00630000000819564,38,91,81,108,1.93910002708435,0.0276999995112419,1.20625996589661,15.1079587936401,331.334686279297,-2.2934000492096,68.2934036254883,14.7115001678467,108,16.9153003692627
"11774","low reliability","Trap (unspecified)","place",504.3704711,"road",0.000860749,"Y","N","N","N",160.600006103516,-0.00630000000819564,38,91,81,108,1.93910002708435,0.0276999995112419,1.20625996589661,15.1079587936401,331.334686279297,-2.2934000492096,68.2934036254883,14.7115001678467,108,16.9153003692627
"11940","low reliability","Cage trap","mountain",3128.115402,"watercourse_stream",0.031486189,"Y","Y","Y","N",462,-0.524900019168854,53,6,100,3,2.3775999546051,0.0703999996185303,1.64642310142517,14.9067010879517,286.740203857422,6.78289985656738,57.7574005126953,43.3424987792969,3,12.2735004425049
"11953","low reliability","General observations","place",8755.166632,"road",0.009688129,"Y","Y","Y","N",261.600006103516,0.00350000010803342,30,112,112,103,1.67159998416901,0.00620000017806888,0.317319571971893,8.58617115020752,290.847412109375,2.16149997711182,67.0223999023438,37.1614990234375,103,16.5256996154785
"11960","low reliability","General observations","place",5218.697151,"watercourse_stream",0.010143531,"N","N","N","Y",21.7999992370606,0.00380000006407499,17,99,122,20,1.27009999752045,0.00899999961256981,0.0581028014421463,1.27303647994995,299.030303955078,9.51889991760254,73.0348968505859,-4.03030014038086,103,17.2038993835449
"12028","low reliability","Pitfall with drift fence","place",3575.298665,"road",0.003188256,"Y","Y","N","Y",211.800003051758,0.217700004577637,22,71,99,6,2.32610011100769,0.0126000000163913,0,1.76559710502625,261.829315185547,46.8165016174316,64.1927032470703,56.8610992431641,6,13.0544004440308
"12047","low reliability","Incidental","rail_station",1524.100044,"road",0.003543945,"Y","N","N","Y",211.600006103516,0.106399998068809,62,98,124,12,2.31010007858276,0.0097000002861023,0.347690552473068,12.9093561172485,277.790710449219,31.4727001190186,74.2136001586914,59.2186012268066,12,12.9193000793457
"12051","low reliability","Cage trap","place",6959.620119,"watercourse_stream",0.005444348,"Y","Y","Y","Y",88.1999969482422,0.00039999998989515,17,92,106,103,1.82760000228882,0.0151000004261732,0.572582185268402,9.72676372528076,303.982513427734,13.2762002944946,85.0027008056641,28.0554008483887,103,17.8358993530273
"12079","low reliability","Elliott trap","place",4096.623703,"road",0.002789571,"Y","Y","N","Y",21.6000003814697,0.57669997215271,21,68,99,6,1.38549995422363,0.0777999982237816,0,1.76559710502625,272.654388427734,39.5232009887695,72.1297988891602,56.617000579834,6,15.5543003082275
"12275","low reliability","Elliott trap","place",10766.43763,"watercourse_river",0.004754982,"Y","Y","N","N",222.199996948242,0.375,40,74,108,6,2.33430004119873,0.0676999986171722,0.140779852867126,3.04262781143189,276.831390380859,30.4349994659424,66.5886001586914,45.6557998657227,6,13.7524003982544
"12498","low reliability","General observations","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145
"12508","low reliability","Cage trap","place",4759.296768,"watercourse_stream",0.021868445,"Y","Y","N","N",124.199996948242,0.0154999997466803,16,95,129,6,2.09479999542236,0.00579999992623925,0,1.76559710502625,263.457794189453,24.5925006866455,75.402099609375,41.3357009887695,6,15.9237003326416
"12619","low reliability","Elliott trap","place",6339.920408,"watercourse_river",0.004599129,"Y","Y","N","N",66.1999969482422,0.0007999999797903,16,95,122,6,1.81410002708435,0.00620000017806888,0,1.76559710502625,279.984313964844,26.9011001586914,59.0988998413086,13.8554000854492,6,16.1040992736816
"12653","low reliability","Elliott trap","place",11223.16664,"road",0.001497644,"Y","Y","N","N",158,0.21170000731945,22,71,99,6,2.20250010490417,0.00899999961256981,0,1.76559710502625,270.415008544922,52.5808982849121,57.7882995605469,64.8656005859375,6,13.0253000259399
"12821","low reliability","Elliott trap Large","place",2583.839734,"watercourse_stream",0.004176278,"Y","Y","N","N",555.200012207031,-2.4449999332428,6,76,114,12,2.65910005569458,0.098800003528595,0.770419538021088,7.431800365448,277.121887207031,9.97519969940186,51.8501014709473,71.9760971069336,12,11.8804998397827
"12862","low reliability","Elliott trap","place",4644.132397,"road",0.00189591,"N","N","N","Y",45.2000007629395,-0.017000000923872,36,146,118,6,1.66180002689362,0.0833000019192696,0,1.76559710502625,261.790313720703,8.7455997467041,99.0630035400391,58.4328002929688,6,15.5006999969482
"12900","low reliability","Trap (unspecified)","place",15111.23465,"road",0.010653407,"Y","Y","N","N",79,-0.00329999998211861,56,46,42,18,1.65750002861023,0.00469999993219972,0.562823116779327,4.99727582931519,345.315887451172,-13.315899848938,68.0134963989258,-2.31590008735657,4,16.1194000244141
"12904","low reliability","Trap (unspecified)","place",15111.23465,"road",0.010653407,"Y","Y","N","N",79,-0.00329999998211861,56,46,42,18,1.65750002861023,0.00469999993219972,0.562823116779327,4.99727582931519,345.315887451172,-13.315899848938,68.0134963989258,-2.31590008735657,4,16.1194000244141
"13088","low reliability","Elliott trap","place",10754.06134,"watercourse_river",0.006152004,"Y","Y","N","N",247.600006103516,-0.0838000029325485,16,95,129,6,2.3938000202179,0.0203000009059906,0,1.76559710502625,255.349700927734,31.0638008117676,68.598503112793,46.4804992675781,6,12.4660997390747
"13094","low reliability","Elliott trap","place",7037.56463,"coast",0.012731035,"Y","Y","N","N",2.40000009536743,-0.095100000500679,10,115,129,113,0.619799971580505,0.0188999995589256,0,1.76559710502625,262.512512207031,23.4876003265381,85.9533004760742,47.0303001403809,113,17.5303001403809
"13102","low reliability","Elliott trap","place",3053.605756,"watercourse_river",0.006939032,"Y","Y","N","Y",80.4000015258789,0.643100023269653,40,30,124,16,1.87189996242523,0.0540999993681908,1.18565249443054,18.7671852111816,287.631500244141,20.3348007202148,81.306396484375,37.5595016479492,3,14.3894996643066
"13194","low reliability","Elliott trap","place",4451.24744,"road",0.002917153,"Y","Y","N","N",487.600006103516,-1.71249997615814,21,68,108,6,2.67890000343323,0.0644999966025353,0.31086653470993,9.67576789855957,262.759002685547,51.7102012634277,51.7840995788574,69.6019973754883,6,11.6729001998901
"13199","low reliability","Elliott trap","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606
"13200","low reliability","Elliott trap","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606
"13345","low reliability","General observations","airport",5491.642752,"road",0.005167089,"N","N","N","N",27.2000007629395,-0.00240000011399388,26,134,126,16,1.19289994239807,0.00469999993219972,0,1.76559710502625,264.464294433594,-5.46430015563965,97.4643020629883,47.5367012023926,103,16.4155006408691
"13439","low reliability","Frog census","mountain",5065.737685,"road",0.039456377,"Y","N","N","N",234.600006103516,0.0568999983370304,30,112,101,6,1.6356999874115,0.0281000006943941,0.20748645067215,6.2574028968811,298.434509277344,2.56550002098083,64.4345016479492,37.5654983520508,6,16.3377990722656
"13625","low reliability","Elliott trap","mountain",4775.797272,"watercourse_stream",0.0104625,"Y","Y","N","N",441,-1.56239998340607,6,76,136,16,2.61829996109009,0.134800001978874,3.24335551261902,21.6365947723389,335.946685791016,-1.33379995822907,66.0451965332031,60.2187995910645,12,14.7393999099731
"13658","low reliability","Elliott trap","peninsula",6734.618033,"coast",0.006848084,"Y","Y","N","N",-0.600000023841858,-0.116200000047684,84,170,141,-99,0,0.0681999996304512,0,0,246.940994262695,22.323299407959,94.9817962646484,90.0995025634766,-99,17.7658004760742
"13669","low reliability","Cage trap","mountain",5044.019593,"road",0.002287006,"Y","Y","N","Y",494.399993896484,0.262199997901916,4,101,124,6,2.68359994888306,0.0131000000983477,0.586748838424683,13.5324115753174,265.928314208984,38.8964004516602,65.9469985961914,90.2546997070312,6,11.8870000839233
"13690","low reliability","Elliott trap","airport",4277.131078,"road",0.028181384,"N","N","N","N",62.4000015258789,-0.00659999996423721,16,95,122,106,1.79690003395081,0.00980000011622906,0,1.76559710502625,275.465606689453,29.5755996704102,61.4244003295898,18.5331993103027,106,15.9794998168945
"13728","low reliability","Elliott trap Large","place",2586.454803,"watercourse_stream",0.002922622,"Y","Y","N","N",557.599975585937,-0.0944000035524368,19,100,114,12,2.66160011291504,0.0177999995648861,0.569650590419769,12.0431241989136,281.172088623047,7.52549982070923,53.5904006958008,64.5926971435547,12,13.7391004562378
"13739","low reliability","Elliott trap","mountain",5158.886328,"watercourse_stream",0.010155346,"Y","Y","N","N",778,-2.10730004310608,6,76,103,12,2.88199996948242,0.191300004720688,1.45832991600037,13.5848760604858,287.04150390625,19.3553009033203,48.4300003051758,70.6122970581055,12,10.9952001571655
"13771","low reliability","Pitfall with drift fence","place",8518.405171,"watercourse_river",0.000444698,"Y","Y","N","N",200.199996948242,-0.422199994325638,22,71,99,6,2.30200004577637,0.0109000001102686,0,1.76559710502625,264.061492919922,44.7270011901856,67.113899230957,58.8111000061035,6,12.8232002258301
"13772","low reliability","Elliott trap","mountain",9179.363166,"watercourse_stream",0.008419708,"Y","Y","N","N",1147.59997558594,-6.46710014343262,7,105,135,11,3.05410003662109,0.0709000006318092,1.9657701253891,13.2817058563232,248.570693969727,47.0553016662598,12.7166004180908,120.837699890137,11,10.1538000106812
"13773","low reliability","Elliott trap","mountain",9179.363166,"watercourse_stream",0.008419708,"Y","Y","N","N",1147.59997558594,-6.46710014343262,7,105,135,11,3.05410003662109,0.0709000006318092,1.9657701253891,13.2817058563232,248.570693969727,47.0553016662598,12.7166004180908,120.837699890137,11,10.1538000106812
"13974","low reliability","General observations","place",5734.673176,"road",0.00246688,"N","N","N","N",107.800003051758,-0.0303000006824732,26,134,125,16,1.65779995918274,0.00620000017806888,0.213212609291077,5.98533964157105,270.107208251953,-2.74830007553101,86.7482986450195,39.2517013549805,109,16.648099899292
"14048","low reliability","Frog transect","place",411.3902187,"watercourse_river",0.000248176,"N","N","N","N",375.799987792969,-0.00289999996311963,35,141,113,16,2.2253999710083,0.00400000018998981,0.443982183933258,14.0792646408081,296.722290039063,-1.72189998626709,66.7219009399414,21.2787990570068,109,16.3020992279053
"14101","low reliability","Trap (unspecified)","place",6960.67488,"watercourse_channel",0.006440662,"N","N","N","N",124.800003051758,-0.0125000001862645,48,48,140,103,1.78849995136261,0.00889999978244305,1.15857303142548,17.6865100860596,328.319885253906,-0.319900006055832,66.904899597168,19.6800994873047,103,15.7215995788574
"14289","low reliability","General observations","place",4969.642982,"road",0.003060295,"Y","Y","Y","N",475.399993896484,-0.462399989366531,19,100,106,12,2.64129996299744,0.0193000007420778,0.71417224407196,11.7475090026856,277.519195556641,21.4713001251221,61.7563018798828,57.731201171875,12,12.370400428772
"14298","low reliability","General observations","mountain",5081.16813,"watercourse_river",0.002125811,"Y","Y","Y","N",252.199996948242,0.146999999880791,17,92,106,8,2.34599995613098,0.025900000706315,1.19415724277496,12.626088142395,293.739288330078,12.5052995681763,74.9241027832031,25.4589996337891,8,13.4437999725342
"14328","low reliability","Elliott trap","peninsula",4294.102651,"coast",0.006871107,"N","Y","N","N",44.7999992370606,-0.0148999998345971,45,136,131,113,1.64839994907379,0.0548000000417233,0,0,242.286804199219,21.0044002532959,92.003303527832,88.0574035644531,113,13.1833000183106
"14359","low reliability","Elliott trap","mountain",11930.47605,"watercourse_stream",0.02514766,"Y","Y","Y","N",696,7.24009990692139,66,109,103,12,2.83049988746643,0.185900002717972,2.38030481338501,19.098690032959,282.311706542969,26.2738990783691,43.538501739502,109.80770111084,12,10.9513998031616
"14377","low reliability","Elliott trap","mountain",7424.917309,"watercourse_stream",0.006348785,"Y","Y","N","N",826.799987792969,-7.55369997024536,18,67,87,7,2.91659998893738,0.173099994659424,0.334599584341049,7.48343753814697,250.766998291016,52.0629997253418,19.3785991668701,67.8162002563477,7,12.2244997024536
"14387","low reliability","Elliott trap","place",7459.418036,"watercourse_river",0.002918964,"Y","Y","N","N",397.799987792969,1.4809000492096,63,65,108,6,2.58920001983643,0.0776000022888184,0.392216265201569,11.5819501876831,268.874298095703,45.973201751709,57.9688987731934,58.1960983276367,6,13.7989997863769
"14510","low reliability","General observations","airport",5133.592728,"road",0.001636574,"N","N","N","N",28.6000003814697,0.00179999996908009,37,140,126,103,1.24909996986389,0.00630000000819564,0,1.76559710502625,257.489410400391,1.37590003013611,90.6278991699219,54.6940002441406,103,16.175500869751
"14560","low reliability","Elliott trap Large","mountain",6994.09138,"watercourse_stream",0.009716058,"Y","Y","N","N",444.799987792969,0.289099991321564,35,121,80,16,2.53320002555847,0.0188999995589256,1.45193040370941,13.8280782699585,292.546508789062,1.46909999847412,57.640998840332,50.3199996948242,8,14.7108001708984
"14573","low reliability","Tile (roof) census","place",4199.298966,"road",0.003578808,"N","N","N","N",494.799987792969,0.0328000001609325,32,120,107,16,2.61719989776611,0.0124000003561378,0.540729999542236,6.1889443397522,275.032409667969,6.97459983825684,62.8751983642578,11.9744997024536,109,16.4874992370606
"14598","low reliability","Funnel Trap Drift Fence","place",1828.66497,"road",0.002732691,"Y","N","Y","N",284.600006103516,-1.53260004520416,63,65,106,6,2.41409993171692,0.168599992990494,0.865451991558075,7.51025772094727,287.880187988281,26.7318992614746,74.1151962280273,52.7289009094238,6,14.0935001373291
"14835","low reliability","General observations","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145
"14858","low reliability","Elliott trap","place",6654.353882,"road",0.000104974,"Y","Y","Y","N",557.599975585937,-0.00359999993816018,19,100,107,16,2.67190003395081,0.00680000009015203,0.237418428063393,11.405689239502,275.975891113281,8.0241003036499,60.9758987426758,34.923900604248,103,16.1530990600586
